ID	Chr	Strand	SS1_pos	SS2_pos	SS3_pos	Tissue1	Tissue2	Label	TrASPr_pred
bABdnBtJgIU	8	+	22475624	22498000	22497998	TISS11	TISS03	0.00185045184939776	0.01107216
bABdnBtJgIU	8	+	22475624	22498000	22497998	TISS00	TISS03	0.0019379590722067954	0.008847355
3WNgjinp1II	14	-	49834362	49833496	49833463	TISS03	TISS14	0.998179155916871	0.7720154
9koz6jKXcPY	14	+	64924126	64926009	64926006	TISS03	TISS07	0.0016169148648201292	0.016152835
9koz6jKXcPY	14	+	64924126	64926009	64926006	TISS07	TISS11	0.001300612082518878	0.02249997
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS14	TISS07	0.48076335877862597	0.3712506
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS07	TISS14	0.5	0.3712506
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS14	TISS02	0.48076335877862597	0.40380192
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS02	TISS14	0.4735599622285175	0.33960858
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS14	TISS00	0.48076335877862597	0.3709087
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS00	TISS14	0.24369255985482643	0.10320506
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS07	TISS02	0.5	0.40380192
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS02	TISS07	0.4735599622285175	0.33960858
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS07	TISS00	0.5	0.3709087
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS00	TISS07	0.24369255985482643	0.10320506
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS02	TISS00	0.4735599622285175	0.36048904
Ld5OxaMd01o	8	-	54010429	54003092	54002940	TISS00	TISS02	0.24369255985482643	0.17823957
v1flvNt32U0	8	+	43056546	43059091	43058951	TISS11	TISS14	0.0017617087908785333	0.0017821963
v1flvNt32U0	8	+	43056546	43059091	43058951	TISS02	TISS11	0.0012333230718540086	0.0018172832
uSPLtKRq8yg	8	+	95035576	95036370	95036301	TISS07	TISS14	0.0010403471192050502	0.0262553
uSPLtKRq8yg	8	+	95035576	95036370	95036301	TISS07	TISS02	0.0010403471192050502	0.037750274
UBJUanmKvRk	14	+	96544258	96547796	96547687	TISS14	TISS03	0.0012531085211285153	0.0015978456
UBJUanmKvRk	14	+	96544258	96547796	96547687	TISS11	TISS14	0.0018805506840819304	0.0012893283
UBJUanmKvRk	14	+	96544258	96547796	96547687	TISS07	TISS00	0.0011976360106969424	0.001294368
qhnuh2nCRr0	14	-	95194535	95194461	95194395	TISS00	TISS14	0.9985314125459721	0.9241418
xAa6v1tkrlk	14	+	24233598	24234106	24234112	TISS03	TISS02	0.9983810269619376	0.844409
xAa6v1tkrlk	14	+	24233598	24234106	24234112	TISS14	TISS07	0.9987069750613593	0.94479126
DhlVDc1GdiA	14	-	73458492	73410068	73410071	TISS14	TISS00	0.0011794801987755116	0.008644178
DhlVDc1GdiA	14	-	73458492	73410068	73410071	TISS00	TISS11	0.0013684096547480647	0.0037948343
JTY-EDsOkCU	14	+	101912473	101917830	101917768	TISS14	TISS00	0.0014919218030090358	0.0008167381
JTY-EDsOkCU	14	+	101912473	101917830	101917768	TISS11	TISS02	0.001462246962959853	0.00080095365
JTY-EDsOkCU	14	+	101912473	101917830	101917768	TISS11	TISS00	0.001462246962959853	0.0008167381
JTY-EDsOkCU	14	+	101912473	101917830	101917768	TISS00	TISS02	0.001053060105568424	0.0023413408
fI4OkWmve30	14	-	24242140	24241994	24242077	TISS14	TISS02	0.0019204001593458651	0.008813166
IPPhQctA4lE	14	-	34605595	34604268	34604174	TISS00	TISS14	0.9986413514789464	0.27776673
IPPhQctA4lE	14	-	34605595	34604268	34604174	TISS11	TISS07	0.9981424838930708	0.4823072
IKc0JkFkea8	14	-	65102303	65101572	65101685	TISS14	TISS03	0.0016174135325264442	0.0014269596
IKc0JkFkea8	14	-	65102303	65101572	65101685	TISS03	TISS02	0.0019822503135806246	0.003337405
IKc0JkFkea8	14	-	65102303	65101572	65101685	TISS02	TISS03	0.0011965050672226043	0.0014048677
tjrmyY_BXr0	8	+	38133546	38135667	38135663	TISS00	TISS07	0.001368864261681407	0.0035936027
CNahsP11VW0	14	-	35096557	35095184	35095185	TISS03	TISS14	0.0017824724585570398	0.025130946
CNahsP11VW0	14	-	35096557	35095184	35095185	TISS00	TISS03	0.001713536302212794	0.005080037
CNahsP11VW0	14	-	35096557	35095184	35095185	TISS00	TISS07	0.001713536302212794	0.005343256
OP0lYR86tIM	8	-	144409014	144402990	144402879	TISS00	TISS07	0.998727493868619	0.7301937
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS14	TISS07	0.9578636737458275	0.27757087
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS07	TISS14	0.9305336542451657	0.27757087
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS14	TISS11	0.9578636737458275	0.27757087
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS11	TISS14	0.9372443259295173	0.27757087
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS14	TISS02	0.9578636737458275	0.28032076
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS02	TISS14	0.9877578934107482	0.39507583
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS14	TISS00	0.9578636737458275	0.21833587
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS00	TISS14	0.9437486802137648	0.2635994
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS07	TISS11	0.9305336542451657	0.27757087
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS11	TISS07	0.9372443259295173	0.27757087
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS07	TISS02	0.9305336542451657	0.28032076
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS02	TISS07	0.9877578934107482	0.39507583
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS07	TISS00	0.9305336542451657	0.21833587
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS00	TISS07	0.9437486802137648	0.2635994
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS11	TISS02	0.9372443259295173	0.28032076
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS02	TISS11	0.9877578934107482	0.39507583
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS11	TISS00	0.9372443259295173	0.21833587
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS00	TISS11	0.9437486802137648	0.2635994
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS02	TISS00	0.9877578934107482	0.2737685
r1vkFSG-Ijs	14	-	23562287	23562066	23562053	TISS00	TISS02	0.9437486802137648	0.27154136
nW2vluKpqOI	8	+	140511646	140514368	140514293	TISS07	TISS00	0.0018405680132779468	0.0009399439
BjFC-5kEdZM	8	-	101205434	101204693	101204701	TISS07	TISS11	0.001733931529628629	0.3261641
BjFC-5kEdZM	8	-	101205434	101204693	101204701	TISS00	TISS07	0.0018200072462022853	0.3733045
BjFC-5kEdZM	8	-	101205434	101204693	101204701	TISS02	TISS11	0.0014443702367767782	0.36161548
plZHPdvvlHk	14	+	104714856	104715283	104715280	TISS03	TISS14	0.0015686545820058477	0.26961395
plZHPdvvlHk	14	+	104714856	104715283	104715280	TISS03	TISS00	0.0015686545820058477	0.25219983
plZHPdvvlHk	14	+	104714856	104715283	104715280	TISS00	TISS14	0.001656833928381613	0.11899801
mI__3ooQi8U	8	-	21912228	21911988	21911982	TISS14	TISS00	0.9988076354937783	0.84038997
BEgT-hLt_zU	14	-	49799474	49796328	49796314	TISS07	TISS00	0.9981225468005824	0.8352149
ysCIdO6Wshg	14	-	58424007	58411971	58412113	TISS14	TISS07	0.0016657940014849482	0.00094361923
ysCIdO6Wshg	14	-	58424007	58411971	58412113	TISS07	TISS11	0.0019242115280665405	0.00094361923
ysCIdO6Wshg	14	-	58424007	58411971	58412113	TISS11	TISS07	0.0010361975900739656	0.00094361923
ysCIdO6Wshg	14	-	58424007	58411971	58412113	TISS00	TISS07	0.001586196001347128	0.0005680935
YUTRMgGnOJ0	8	-	85220305	85219363	85219360	TISS03	TISS14	0.9980138825437426	0.007176882
FG_Qc8jwx_8	14	-	103521262	103520592	103520728	TISS07	TISS02	0.0015697374495691314	0.0006589401
WCzBtWcBvfA	14	-	100375282	100374265	100374244	TISS14	TISS02	0.8671845658147028	0.6173396
WCzBtWcBvfA	14	-	100375282	100374265	100374244	TISS02	TISS14	0.5	0.67114735
WCzBtWcBvfA	14	-	100375282	100374265	100374244	TISS14	TISS00	0.8671845658147028	0.46362638
WCzBtWcBvfA	14	-	100375282	100374265	100374244	TISS00	TISS14	0.8873429402995671	0.52739257
WCzBtWcBvfA	14	-	100375282	100374265	100374244	TISS02	TISS00	0.5	0.5593803
WCzBtWcBvfA	14	-	100375282	100374265	100374244	TISS00	TISS02	0.8873429402995671	0.3276683
caFcbZMmJnA	8	-	10826151	10820269	10820310	TISS03	TISS14	0.0010430359500898899	0.01685008
HELLXWBWk-M	8	-	144099276	144099205	144099199	TISS11	TISS02	0.9240271772699197	0.027742893
HELLXWBWk-M	8	-	144099276	144099205	144099199	TISS02	TISS11	0.9548249058852206	0.025711587
HELLXWBWk-M	8	-	144099276	144099205	144099199	TISS11	TISS00	0.9240271772699197	0.02178117
HELLXWBWk-M	8	-	144099276	144099205	144099199	TISS00	TISS11	0.9255455330296806	0.019946935
HELLXWBWk-M	8	-	144099276	144099205	144099199	TISS02	TISS00	0.9548249058852206	0.018194368
HELLXWBWk-M	8	-	144099276	144099205	144099199	TISS00	TISS02	0.9255455330296806	0.020449394
qEj7642Tw2A	8	+	38233214	38234393	38234399	TISS02	TISS14	0.9981303815351275	0.14730969
ku7_jBoogGU	14	+	75882902	75902141	75902139	TISS11	TISS03	0.0016642149550053522	0.018475594
me4hR-3ljs8	14	+	92659469	92676474	92676532	TISS14	TISS02	0.9989277254303826	0.9906961
me4hR-3ljs8	14	+	92659469	92676474	92676532	TISS02	TISS00	0.9987548031173934	0.98481095
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS03	TISS14	0.9669609797778411	0.98024315
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS14	TISS03	0.9400973577365389	0.9860443
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS03	TISS07	0.9669609797778411	0.98024315
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS07	TISS03	0.9632847682119206	0.9860443
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS03	TISS11	0.9669609797778411	0.98024315
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS11	TISS03	0.988643299328625	0.9860443
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS03	TISS02	0.9669609797778411	0.97997653
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS02	TISS03	0.9584997598772446	0.98469365
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS03	TISS00	0.9669609797778411	0.9781772
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS00	TISS03	0.9457604030400986	0.9851576
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS14	TISS07	0.9400973577365389	0.9874721
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS07	TISS14	0.9632847682119206	0.9874721
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS14	TISS11	0.9400973577365389	0.9874721
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS11	TISS14	0.988643299328625	0.9874721
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS14	TISS02	0.9400973577365389	0.9856076
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS02	TISS14	0.9584997598772446	0.9851576
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS14	TISS00	0.9400973577365389	0.9851003
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS00	TISS14	0.9457604030400986	0.98555213
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS07	TISS11	0.9632847682119206	0.9874721
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS11	TISS07	0.988643299328625	0.9874721
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS07	TISS02	0.9632847682119206	0.9856076
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS02	TISS07	0.9584997598772446	0.9851576
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS07	TISS00	0.9632847682119206	0.9851003
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS00	TISS07	0.9457604030400986	0.98555213
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS11	TISS02	0.988643299328625	0.9856076
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS02	TISS11	0.9584997598772446	0.9851576
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS11	TISS00	0.988643299328625	0.9851003
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS00	TISS11	0.9457604030400986	0.98555213
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS02	TISS00	0.9584997598772446	0.9837225
u6YioQJP-aU	8	+	17247369	17265906	17265911	TISS00	TISS02	0.9457604030400986	0.9851003
Vs6mmvV07eQ	14	+	73654885	73658846	73658861	TISS14	TISS02	0.9985923440715784	0.99014014
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS03	TISS14	0.878548161935784	0.8547634
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS14	TISS03	0.8859697538359642	0.6156079
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS03	TISS07	0.878548161935784	0.8547634
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS07	TISS03	0.8974880734359809	0.6156079
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS03	TISS11	0.878548161935784	0.8547634
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS11	TISS03	0.9286004882017901	0.6156079
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS03	TISS02	0.878548161935784	0.86815757
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS02	TISS03	0.9129398999905651	0.5126392
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS03	TISS00	0.878548161935784	0.83155376
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS00	TISS03	0.9194700961008179	0.5165345
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS14	TISS07	0.8859697538359642	0.6673645
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS07	TISS14	0.8974880734359809	0.6673645
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS14	TISS11	0.8859697538359642	0.6673645
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS11	TISS14	0.9286004882017901	0.6673645
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS14	TISS02	0.8859697538359642	0.7088176
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS02	TISS14	0.9129398999905651	0.65246284
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS14	TISS00	0.8859697538359642	0.69564825
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS00	TISS14	0.9194700961008179	0.56787676
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS07	TISS11	0.8974880734359809	0.6673645
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS11	TISS07	0.9286004882017901	0.6673645
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS07	TISS02	0.8974880734359809	0.7088176
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS02	TISS07	0.9129398999905651	0.65246284
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS07	TISS00	0.8974880734359809	0.69564825
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS00	TISS07	0.9194700961008179	0.56787676
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS11	TISS02	0.9286004882017901	0.7088176
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS02	TISS11	0.9129398999905651	0.65246284
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS11	TISS00	0.9286004882017901	0.69564825
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS00	TISS11	0.9194700961008179	0.56787676
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS02	TISS00	0.9129398999905651	0.6801355
SXVaNNJPR9Y	14	-	73287109	73284374	73284365	TISS00	TISS02	0.9194700961008179	0.6008326
nedJsIDfN0w	14	+	73921105	73922065	73922142	TISS03	TISS00	0.9986556141162558	0.9014011
nedJsIDfN0w	14	+	73921105	73922065	73922142	TISS07	TISS02	0.9980483400923197	0.91228
nedJsIDfN0w	14	+	73921105	73922065	73922142	TISS02	TISS11	0.9982584282744446	0.8844391
KDP2vKTaF5w	8	-	124522936	124522200	124522201	TISS03	TISS00	0.001937622828342057	0.03327394
KDP2vKTaF5w	8	-	124522936	124522200	124522201	TISS00	TISS03	0.001976014913728968	0.02784845
KDP2vKTaF5w	8	-	124522936	124522200	124522201	TISS02	TISS11	0.001316787429541123	0.05300977
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS03	TISS14	0.9254139323310624	0.11656274
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS14	TISS03	0.9899848420364085	0.19345194
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS03	TISS07	0.9254139323310624	0.11656274
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS07	TISS03	0.849453322119428	0.19345194
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS03	TISS02	0.9254139323310624	0.12885363
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS02	TISS03	0.990971083189906	0.2498131
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS03	TISS00	0.9254139323310624	0.13857833
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS00	TISS03	0.9854349098377853	0.21386933
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS14	TISS07	0.9899848420364085	0.112600096
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS07	TISS14	0.849453322119428	0.112600096
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS14	TISS02	0.9899848420364085	0.1991522
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS02	TISS14	0.990971083189906	0.18359363
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS14	TISS00	0.9899848420364085	0.121790156
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS00	TISS14	0.9854349098377853	0.2260994
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS07	TISS02	0.849453322119428	0.1991522
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS02	TISS07	0.990971083189906	0.18359363
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS07	TISS00	0.849453322119428	0.121790156
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS00	TISS07	0.9854349098377853	0.2260994
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS02	TISS00	0.990971083189906	0.19299524
iYw0H2I2BkM	8	-	81679125	81676279	81676265	TISS00	TISS02	0.9854349098377853	0.21983956
6y2F6GA9CDk	8	-	102858012	102850144	102850165	TISS14	TISS02	0.001918464245766526	0.019681409
6y2F6GA9CDk	8	-	102858012	102850144	102850165	TISS00	TISS07	0.0012872074583462638	0.0094125895
JELsDRFVmNE	14	+	103480490	103490951	103490977	TISS11	TISS14	0.9982052153305964	0.4362017
JELsDRFVmNE	14	+	103480490	103490951	103490977	TISS14	TISS02	0.9981657599791678	0.48450965
JELsDRFVmNE	14	+	103480490	103490951	103490977	TISS00	TISS02	0.9989721073942158	0.1831549
NvIiFaYIowY	14	-	67674374	67662535	67662532	TISS03	TISS00	0.9989604064712904	0.47750846
8ZyJhYltL70	8	-	17684327	17675252	17675264	TISS11	TISS03	0.0011460850196260283	0.0057749297
8ZyJhYltL70	8	-	17684327	17675252	17675264	TISS07	TISS11	0.0011471480486023003	0.0049436893
-GieZ2koqxY	8	-	116755665	116726172	116726160	TISS03	TISS02	0.9985232121365107	0.97458035
-GieZ2koqxY	8	-	116755665	116726172	116726160	TISS14	TISS02	0.9980119419967187	0.98314995
-GieZ2koqxY	8	-	116755665	116726172	116726160	TISS02	TISS07	0.9989207755955155	0.9809856
nE2bSQ33X8E	14	+	94096965	94097494	94097491	TISS03	TISS14	0.0015872860961012678	0.20071429
t5hl04kZQ0E	14	-	22909482	22908380	22908399	TISS07	TISS11	0.0016920280113523957	0.014899643
iegWY-ecE6s	14	-	24442345	24442260	24442266	TISS03	TISS14	0.0011580099469369195	0.0018102111
iegWY-ecE6s	14	-	24442345	24442260	24442266	TISS14	TISS03	0.0012240275898147833	0.0037217087
iegWY-ecE6s	14	-	24442345	24442260	24442266	TISS02	TISS00	0.0011745631815866632	0.0008796062
4IKVSWdN0EM	14	+	75793100	75803141	75803143	TISS11	TISS14	0.9982784255914043	0.46001595
4IKVSWdN0EM	14	+	75793100	75803141	75803143	TISS07	TISS00	0.998045966028105	0.55441016
QTV7etToTgo	14	-	77730987	77723277	77723248	TISS00	TISS07	0.9986970788889162	0.9628831
QTV7etToTgo	14	-	77730987	77723277	77723248	TISS02	TISS11	0.9988841711329863	0.97414124
e1YDijJkfS0	14	+	73953569	73955450	73955329	TISS03	TISS14	0.001007033768428114	0.010652511
e1YDijJkfS0	14	+	73953569	73955450	73955329	TISS11	TISS14	0.0019331632712523447	0.004054334
e1YDijJkfS0	14	+	73953569	73955450	73955329	TISS07	TISS11	0.0010612492596587127	0.004054334
RRehfjI-Y9A	8	+	132798860	132799082	132799094	TISS03	TISS14	0.20646192082371737	0.025565214
RRehfjI-Y9A	8	+	132798860	132799082	132799094	TISS14	TISS03	0.36733470936813367	0.01784874
RRehfjI-Y9A	8	+	132798860	132799082	132799094	TISS03	TISS00	0.20646192082371737	0.03302355
RRehfjI-Y9A	8	+	132798860	132799082	132799094	TISS00	TISS03	0.25096525096525096	0.004591684
RRehfjI-Y9A	8	+	132798860	132799082	132799094	TISS14	TISS00	0.36733470936813367	0.01685008
RRehfjI-Y9A	8	+	132798860	132799082	132799094	TISS00	TISS14	0.25096525096525096	0.00498227
Ku33iFy-BZ8	14	+	99914304	99914565	99914575	TISS00	TISS02	0.9989274209268738	0.9530133
hBQ4xLtUOTY	14	+	103334260	103334388	103334386	TISS00	TISS03	0.0012639380138569902	0.010986943
hBQ4xLtUOTY	14	+	103334260	103334388	103334386	TISS02	TISS14	0.0013095269656047503	0.01572399
hBQ4xLtUOTY	14	+	103334260	103334388	103334386	TISS00	TISS11	0.0012639380138569902	0.01627746
wh9zuPjQn8Y	14	+	21075499	21075644	21075622	TISS07	TISS02	0.0017600620881498253	0.0011786721
2YKMHrdDmhg	8	-	140700890	140686694	140686778	TISS00	TISS02	0.0014763905065003765	0.0008167381
mMA8Fn0PJ1w	14	-	23567110	23566686	23566575	TISS03	TISS11	0.9989896755412669	0.8134608
mMA8Fn0PJ1w	14	-	23567110	23566686	23566575	TISS07	TISS11	0.9987333419213092	0.9555686
ywMy-Kxh5N4	14	+	59359504	59360801	59360641	TISS02	TISS00	0.0014161156093360418	0.0007379196
9V_3nLrmz4s	14	+	105445511	105449358	105449358	TISS02	TISS14	0.001109554059465655	0.0053640567
JWXgsHYsF5k	8	+	22080625	22080804	22080794	TISS02	TISS03	0.0019172578425543168	0.0064381026
emDN89dVrM8	14	-	22950313	22948013	22948104	TISS11	TISS03	0.0018817466999898596	0.00041245588
emDN89dVrM8	14	-	22950313	22948013	22948104	TISS03	TISS00	0.0017058359418152163	0.0007643033
emDN89dVrM8	14	-	22950313	22948013	22948104	TISS00	TISS03	0.001818684798996553	0.0005527786
emDN89dVrM8	14	-	22950313	22948013	22948104	TISS11	TISS14	0.0018817466999898596	0.00040924744
Xm_NWqSn8s4	8	+	22197420	22198353	22198415	TISS07	TISS03	0.9983761284006664	0.8806945
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS03	TISS14	0.9735132179596404	0.70942193
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS14	TISS03	0.9817410589324548	0.9313377
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS03	TISS11	0.9735132179596404	0.70942193
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS11	TISS03	0.9424772507365652	0.9313377
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS03	TISS02	0.9735132179596404	0.76242405
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS02	TISS03	0.9766721405028941	0.9116528
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS03	TISS00	0.9735132179596404	0.5997782
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS00	TISS03	0.9465710432448102	0.9027811
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS14	TISS11	0.9817410589324548	0.9533619
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS11	TISS14	0.9424772507365652	0.9533619
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS14	TISS02	0.9817410589324548	0.9384633
0BxPR_8vY-k	14	+	103529261	103529949	103530149	TISS02	TISS14	0.9766721405028941	0.9119669
