ID	Chr	Strand	SS1_pos	SS2_pos	SS3_pos	Tissue1	Tissue2	Label	TrASPr_pred
jkDF8vFo6k8	8	+	28107964	28107976	28110369	TISS02	TISS14	0.9982404246499502	0.9996111
q8Ez8yqKm7o	14	-	67592403	67592314	67590172	TISS14	TISS11	0.9980128233630013	0.7356416
Agok7KEmJls	14	-	57244112	57244164	57239659	TISS03	TISS02	0.0014473246535236755	0.00092178053
Agok7KEmJls	14	-	57244112	57244164	57239659	TISS14	TISS02	0.00143349530291686	0.0008040859
Agok7KEmJls	14	-	57244112	57244164	57239659	TISS02	TISS00	0.001033542560487178	0.0007733057
uSPLtKRq8yg	8	+	95036401	95036494	95041569	TISS00	TISS03	0.9985733164246465	0.99918646
uSPLtKRq8yg	8	+	95036401	95036494	95041569	TISS00	TISS07	0.9985733164246465	0.9988708
UBJUanmKvRk	14	+	96547904	96547918	96552479	TISS00	TISS14	0.998425780850128	0.99854493
gQpLoicaHro	14	+	24117682	24117732	24118054	TISS14	TISS07	0.9980599522127858	0.99816847
gQpLoicaHro	14	+	24117682	24117732	24118054	TISS11	TISS07	0.9988253343382394	0.99816847
EMEhn1hDonQ	8	-	81717251	81717248	81715114	TISS07	TISS03	0.9988584043354085	0.9986749
EMEhn1hDonQ	8	-	81717251	81717248	81715114	TISS03	TISS00	0.9982370378557911	0.99857855
JMcX-UQfKuA	14	-	35548511	35548507	35539690	TISS02	TISS14	0.9983782031845359	0.9966365
JMcX-UQfKuA	14	-	35548511	35548507	35539690	TISS14	TISS00	0.9985381028670615	0.99394965
JMcX-UQfKuA	14	-	35548511	35548507	35539690	TISS00	TISS11	0.9988017793910547	0.9888419
CNahsP11VW0	14	-	35095131	35095047	35091207	TISS00	TISS03	0.9982325725642925	0.99906737
CNahsP11VW0	14	-	35095131	35095047	35091207	TISS07	TISS02	0.998475628738528	0.9974491
AN2PyoAAuqE	14	-	24214261	24214309	24214151	TISS14	TISS02	0.0018427294675615257	0.0006337125
YBp0_nRmpGU	14	+	88574522	88574346	88574692	TISS00	TISS07	0.0014012680519431275	0.0021827165
r1vkFSG-Ijs	14	-	23561852	23561961	23561635	TISS11	TISS02	0.001519943297709004	0.00058155763
tk8KKjEwRaw	14	-	102231745	102231706	102229657	TISS02	TISS03	0.9981352962016063	0.997358
gMvSZ3nh6BI	8	-	42839207	42839185	42838336	TISS14	TISS00	0.9985875749966393	0.99894744
gMvSZ3nh6BI	8	-	42839207	42839185	42838336	TISS00	TISS02	0.9980460949441106	0.9985221
7aMfgBSlGMg	14	-	22909489	22909482	22908380	TISS02	TISS03	0.9984010810555951	0.9952448
7aMfgBSlGMg	14	-	22909489	22909482	22908380	TISS14	TISS11	0.9988638670762237	0.9918121
7aMfgBSlGMg	14	-	22909489	22909482	22908380	TISS07	TISS02	0.998731542719629	0.9962346
Ifow9eiryr4	8	+	42308998	42309025	42314321	TISS11	TISS02	0.9989073004254733	0.9991374
Wg2cFVv63x8	8	+	43168008	43168061	43169172	TISS02	TISS03	0.9988172353096518	0.40186384
B1cDX_EJypI	14	+	103574169	103574170	103587273	TISS03	TISS07	0.0010530028817859294	0.00044076296
B1cDX_EJypI	14	+	103574169	103574170	103587273	TISS11	TISS00	0.0012501096107645007	0.00042720788
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS03	TISS14	0.029126213592233014	0.0113756005
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS14	TISS03	0.1260468112518789	0.0027900378
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS03	TISS11	0.029126213592233014	0.0113756005
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS11	TISS03	0.17013867296809898	0.0027900378
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS03	TISS02	0.029126213592233014	0.015189049
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS02	TISS03	0.1260382809678584	0.0031480708
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS03	TISS00	0.029126213592233014	0.013584392
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS00	TISS03	0.16521943205820228	0.01836964
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS14	TISS11	0.1260468112518789	0.0035518846
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS11	TISS14	0.17013867296809898	0.0035518846
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS14	TISS02	0.1260468112518789	0.0046455576
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS02	TISS14	0.1260382809678584	0.003260346
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS14	TISS00	0.1260468112518789	0.0038244836
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS00	TISS14	0.16521943205820228	0.022243667
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS11	TISS02	0.17013867296809898	0.0046455576
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS02	TISS11	0.1260382809678584	0.003260346
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS11	TISS00	0.17013867296809898	0.0038244836
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS00	TISS11	0.16521943205820228	0.022243667
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS02	TISS00	0.1260382809678584	0.002889581
EizcAvqpEb8	14	-	23067313	23067303	23066008	TISS00	TISS02	0.16521943205820228	0.021864556
4t5sIXU2ZQQ	8	+	144313969	144313911	144313984	TISS11	TISS14	0.0012721463862691753	0.00053369283
uV-XdF2XsR8	8	+	43196516	43196540	43196947	TISS03	TISS14	0.9989901687185206	0.00053369283
uV-XdF2XsR8	8	+	43196516	43196540	43196947	TISS03	TISS00	0.9989901687185206	0.00044421837
uV-XdF2XsR8	8	+	43196516	43196540	43196947	TISS00	TISS11	0.9981242053311382	0.0007702932
uV-XdF2XsR8	8	+	43196516	43196540	43196947	TISS00	TISS02	0.9981242053311382	0.00096975197
zCWlcwYcCv8	8	-	143586031	143586218	143581328	TISS14	TISS02	0.0017587206186516669	0.00044076296
zCWlcwYcCv8	8	-	143586031	143586218	143581328	TISS11	TISS07	0.001821111331873605	0.00041731575
Xmxqc-k_XHc	8	+	22069056	22069060	22069418	TISS00	TISS11	0.9987747913534629	0.99860066
qEj7642Tw2A	8	+	38234585	38234584	38237537	TISS11	TISS00	0.001436118762729358	0.0003327413
wGMC0yWGq1M	8	-	66922612	66922613	66922392	TISS07	TISS11	0.0019449653754592812	0.0005636751
SXVaNNJPR9Y	14	-	73284250	73284080	73282505	TISS07	TISS02	0.9985372613853871	0.99633574
_W04JZ3KQ90	14	-	69062427	69062383	69055611	TISS14	TISS02	0.9986172446561855	0.9975177
_W04JZ3KQ90	14	-	69062427	69062383	69055611	TISS02	TISS11	0.9987966598848274	0.9979888
77Q5-z4dBjw	14	-	105241304	105241264	105228913	TISS02	TISS00	0.998964149218941	0.99828595
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS14	TISS07	0.9574219082475104	0.12918286
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS07	TISS14	0.9613230476593047	0.12918286
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS14	TISS11	0.9574219082475104	0.12918286
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS11	TISS14	0.9200853687455537	0.12918286
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS14	TISS02	0.9574219082475104	0.24798742
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS02	TISS14	0.9152672444925966	0.15662017
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS14	TISS00	0.9574219082475104	0.1501534
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS00	TISS14	0.933682464504418	0.21255878
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS07	TISS11	0.9613230476593047	0.12918286
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS11	TISS07	0.9200853687455537	0.12918286
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS07	TISS02	0.9613230476593047	0.24798742
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS02	TISS07	0.9152672444925966	0.15662017
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS07	TISS00	0.9613230476593047	0.1501534
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS00	TISS07	0.933682464504418	0.21255878
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS11	TISS02	0.9200853687455537	0.24798742
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS02	TISS11	0.9152672444925966	0.15662017
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS11	TISS00	0.9200853687455537	0.1501534
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS00	TISS11	0.933682464504418	0.21255878
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS02	TISS00	0.9152672444925966	0.17823957
rOi9QiNJbO0	8	-	54065787	54065747	54063375	TISS00	TISS02	0.933682464504418	0.20753574
gWmKzsxXBG8	14	+	88578141	88578140	88596733	TISS11	TISS02	0.0016019957958672872	0.0006693099
RsGEZOmcPc0	8	-	143576942	143577061	143576842	TISS03	TISS07	0.001300612376161914	0.0006719278
RsGEZOmcPc0	8	-	143576942	143577061	143576842	TISS11	TISS07	0.0012891899554120182	0.0007408056
8ZyJhYltL70	8	-	17675216	17675185	17656065	TISS11	TISS02	0.9983030002242521	0.9985896
-GieZ2koqxY	8	-	116726054	116726015	116658980	TISS14	TISS07	0.9982793010975486	0.99732697
iegWY-ecE6s	14	-	24442097	24442177	24441795	TISS03	TISS11	0.0014444769536557597	0.00085924764
iegWY-ecE6s	14	-	24442097	24442177	24441795	TISS14	TISS02	0.0016639324391094928	0.0008040859
iegWY-ecE6s	14	-	24442097	24442177	24441795	TISS11	TISS07	0.0017584566860329308	0.0006641048
XjD6RO7SZpg	14	+	65032392	65032503	65032609	TISS02	TISS03	0.9988941148397803	0.98445636
XjD6RO7SZpg	14	+	65032392	65032503	65032609	TISS00	TISS03	0.9985572736327405	0.95814794
SSDweaYQ1JU	8	-	54010286	54010429	54000050	TISS00	TISS07	0.0016080866997168204	0.0012448432
BPHT3YSa3-4	8	-	67047767	67047684	67045960	TISS14	TISS07	0.9984284721985176	0.43200347
BPHT3YSa3-4	8	-	67047767	67047684	67045960	TISS11	TISS07	0.9980683490380413	0.43200347
6tiIj0PakqE	8	-	143575599	143575621	143575525	TISS02	TISS03	0.0016974227044730334	0.00057254656
6tiIj0PakqE	8	-	143575599	143575621	143575525	TISS00	TISS02	0.0019947942308225306	0.0011972112
p8RxnzpZwys	14	-	24269287	24269269	24269163	TISS11	TISS14	0.9982785178274673	0.87599933
p8RxnzpZwys	14	-	24269287	24269269	24269163	TISS14	TISS02	0.9986971276677135	0.8899121
p8RxnzpZwys	14	-	24269287	24269269	24269163	TISS02	TISS11	0.9989515491162353	0.87191176
p8RxnzpZwys	14	-	24269287	24269269	24269163	TISS00	TISS11	0.9982758273621908	0.88856554
mGAfI_KtVjw	8	-	86484690	86484871	86480332	TISS14	TISS03	0.0013330244667260301	0.00041245588
mGAfI_KtVjw	8	-	86484690	86484871	86480332	TISS03	TISS02	0.0016234594911346963	0.0005274784
pf9YRfYQns8	8	-	140830475	140830471	140819020	TISS02	TISS03	0.9988276320867608	0.99931216
pf9YRfYQns8	8	-	140830475	140830471	140819020	TISS02	TISS14	0.9988276320867608	0.9992175
gTUN8sxowOw	8	+	97994596	97994602	98003660	TISS00	TISS03	0.9980283872626606	0.9987005
fDfec5mmNUc	8	+	30754749	30754787	30756764	TISS14	TISS07	0.9981381160326095	0.9853843
fDfec5mmNUc	8	+	30754749	30754787	30756764	TISS02	TISS11	0.9981719395606803	0.9976586
E3Mhq22xTg8	8	+	67193577	67193602	67195381	TISS07	TISS11	0.9983749213883556	0.9987306
UycWFwXFYeM	14	-	21022879	21022863	21022497	TISS00	TISS11	0.9985595591306687	0.9979966
mFRcR3Aimi0	8	-	42439466	42439449	42437577	TISS02	TISS07	0.9983172856749934	0.9947595
mFRcR3Aimi0	8	-	42439466	42439449	42437577	TISS02	TISS00	0.9983172856749934	0.9954261
mFRcR3Aimi0	8	-	42439466	42439449	42437577	TISS00	TISS02	0.9981004617445621	0.9905143
IEskQ9IopHg	14	-	36308016	36308091	36300823	TISS14	TISS03	0.001723047942507373	0.00029827765
IEskQ9IopHg	14	-	36308016	36308091	36300823	TISS03	TISS07	0.0017547909235250299	0.00075540564
IEskQ9IopHg	14	-	36308016	36308091	36300823	TISS07	TISS11	0.0017358604584917356	0.00038747612
pVnS3nHuwtc	14	-	22909489	22909482	22906368	TISS02	TISS11	0.9989193365407651	0.98971164
pVnS3nHuwtc	14	-	22909489	22909482	22906368	TISS00	TISS11	0.9983466309649293	0.9964204
CybeYVdrtUY	8	+	132000956	132000998	132001758	TISS07	TISS11	0.9980219777935333	0.98646784
mJEGa-G1MT4	14	-	65077192	65077343	65076663	TISS02	TISS03	0.0010172103898929326	0.0026419468
mJEGa-G1MT4	14	-	65077192	65077343	65076663	TISS11	TISS02	0.0011160807271754516	0.0009146137
mJEGa-G1MT4	14	-	65077192	65077343	65076663	TISS00	TISS02	0.001442481674215455	0.0011291547
edmzJa6l2yw	14	-	22905584	22905605	22905453	TISS03	TISS07	0.00153148468680817	0.0008864989
pi49m3H1LXs	8	+	30544556	30544624	30558886	TISS11	TISS02	0.9982444920459741	0.99784267
pi49m3H1LXs	8	+	30544556	30544624	30558886	TISS11	TISS00	0.9982444920459741	0.9967269
pi49m3H1LXs	8	+	30544556	30544624	30558886	TISS00	TISS02	0.9986618711340827	0.9993068
Q1eJ-2mqqDQ	14	-	74297835	74297929	74296449	TISS11	TISS00	0.0013497121745514205	0.00053578056
uu9sw95vCj8	14	+	75906683	75906677	75954423	TISS00	TISS03	0.0018865909390650807	0.0006932423
cdPgOFOrZ3g	8	-	129912359	129912469	129904585	TISS11	TISS14	0.0019587049663101273	0.0010649627
Z0NPn3Oo7NQ	14	+	100102347	100102379	100123538	TISS14	TISS11	0.9980098376353694	0.8121234
Z0NPn3Oo7NQ	14	+	100102347	100102379	100123538	TISS02	TISS07	0.998670881970705	0.93891287
zhNvSOVa1BI	8	-	85215014	85214920	85214631	TISS11	TISS03	0.9985356002212328	0.9969957
GSweNKljVCU	8	-	144413339	144413236	144412946	TISS07	TISS00	0.9983502147307007	0.99836427
GSweNKljVCU	8	-	144413339	144413236	144412946	TISS00	TISS07	0.9987694377913685	0.9988796
GSweNKljVCU	8	-	144413339	144413236	144412946	TISS02	TISS11	0.998169587181958	0.998884
3cGBoSikgzQ	14	+	59501247	59501267	59503853	TISS14	TISS11	0.9985114012675322	0.9990854
3cGBoSikgzQ	14	+	59501247	59501267	59503853	TISS02	TISS07	0.9987468693882784	0.9997241
aIF1N-6G_GE	8	-	143592653	143592646	143586852	TISS00	TISS14	0.998176346170855	0.99789256
aIF1N-6G_GE	8	-	143592653	143592646	143586852	TISS11	TISS00	0.9984103025449841	0.992062
1I7jYM8y_Es	14	+	20357509	20357520	20357637	TISS03	TISS02	0.9982529688365985	0.9983386
1I7jYM8y_Es	14	+	20357509	20357520	20357637	TISS07	TISS02	0.9986086579081546	0.9975177
vyEE7mHT1u0	14	+	92134103	92134170	92134249	TISS14	TISS11	0.9980006426624527	0.9982317
25pICINaJn4	8	+	56212889	56212909	56214597	TISS03	TISS14	0.5847953216374269	0.00040606395
25pICINaJn4	8	+	56212889	56212909	56214597	TISS14	TISS03	0.634024678393279	0.00033015272
25pICINaJn4	8	+	56212889	56212909	56214597	TISS03	TISS07	0.5847953216374269	0.00040606395
25pICINaJn4	8	+	56212889	56212909	56214597	TISS07	TISS03	0.6169278996865204	0.00033015272
25pICINaJn4	8	+	56212889	56212909	56214597	TISS03	TISS02	0.5847953216374269	0.0008459375
25pICINaJn4	8	+	56212889	56212909	56214597	TISS02	TISS03	0.6711979609175871	0.00095101306
25pICINaJn4	8	+	56212889	56212909	56214597	TISS03	TISS00	0.5847953216374269	0.00085924764
25pICINaJn4	8	+	56212889	56212909	56214597	TISS00	TISS03	0.5093680533502699	0.0018172832
25pICINaJn4	8	+	56212889	56212909	56214597	TISS14	TISS07	0.634024678393279	0.0003029734
25pICINaJn4	8	+	56212889	56212909	56214597	TISS07	TISS14	0.6169278996865204	0.0003029734
25pICINaJn4	8	+	56212889	56212909	56214597	TISS14	TISS02	0.634024678393279	0.0005399804
25pICINaJn4	8	+	56212889	56212909	56214597	TISS02	TISS14	0.6711979609175871	0.00052133633
25pICINaJn4	8	+	56212889	56212909	56214597	TISS14	TISS00	0.634024678393279	0.00036400868
25pICINaJn4	8	+	56212889	56212909	56214597	TISS00	TISS14	0.5093680533502699	0.0006563728
25pICINaJn4	8	+	56212889	56212909	56214597	TISS07	TISS02	0.6169278996865204	0.0005399804
25pICINaJn4	8	+	56212889	56212909	56214597	TISS02	TISS07	0.6711979609175871	0.00052133633
25pICINaJn4	8	+	56212889	56212909	56214597	TISS07	TISS00	0.6169278996865204	0.00036400868
25pICINaJn4	8	+	56212889	56212909	56214597	TISS00	TISS07	0.5093680533502699	0.0006563728
25pICINaJn4	8	+	56212889	56212909	56214597	TISS02	TISS00	0.6711979609175871	0.00074953143
25pICINaJn4	8	+	56212889	56212909	56214597	TISS00	TISS02	0.5093680533502699	0.0014214043
ctZ7u8G2oFw	8	+	97689078	97689103	97690951	TISS02	TISS00	0.9985074655787014	0.9914556
-0bmSKKZiZI	14	-	58423827	58424007	58411971	TISS14	TISS00	0.0018562836536249508	0.0003327413
-0bmSKKZiZI	14	-	58423827	58424007	58411971	TISS02	TISS07	0.0012495721420257304	0.00075540564
15qi7MmON1w	14	-	24292620	24292651	24292330	TISS00	TISS02	0.0013060690486783174	0.00056588
4NYrWhvdQl0	14	+	103730031	103729846	103732619	TISS11	TISS07	0.001312864957301799	0.0006589401
XTcqCHWvPIM	8	-	27748554	27748494	27748279	TISS00	TISS07	0.9985784807766153	0.9989956
6g7CdM68GSI	8	+	17983281	17983289	17985446	TISS11	TISS14	0.9980015089066606	0.9962782
6g7CdM68GSI	8	+	17983281	17983289	17985446	TISS00	TISS07	0.9987815017360557	0.9989225
4S8tqh20vkg	8	+	58578384	58578208	58579622	TISS11	TISS03	0.0011231524204383435	0.00057254656
ABCVxjwEwnE	14	+	39132023	39132068	39133660	TISS00	TISS03	0.9983944557713786	0.9991135
ASJRLspo300	14	+	52001916	52001866	52004193	TISS03	TISS07	0.0015554302568363764	0.00074661145
ASJRLspo300	14	+	52001916	52001866	52004193	TISS11	TISS03	0.001368594996602468	0.0006719278
ASJRLspo300	14	+	52001916	52001866	52004193	TISS02	TISS11	0.0014260094435971874	0.00077632995
syLrVs2zI18	8	+	11826096	11826215	11830243	TISS11	TISS03	0.9986510022208346	0.998319
syLrVs2zI18	8	+	11826096	11826215	11830243	TISS03	TISS00	0.9988111569350199	0.99914074
syLrVs2zI18	8	+	11826096	11826215	11830243	TISS11	TISS14	0.9986510022208346	0.997537
syLrVs2zI18	8	+	11826096	11826215	11830243	TISS07	TISS11	0.998047952419658	0.997537
syLrVs2zI18	8	+	11826096	11826215	11830243	TISS00	TISS02	0.9989568637977069	0.9986541
yI_uVm8OKmE	14	+	35308956	35308995	35310739	TISS11	TISS07	0.99880763670663	0.9980276
AiCqVEkbdeo	8	+	55998448	55998499	55999417	TISS00	TISS03	0.9980225323532992	0.9993687
AiCqVEkbdeo	8	+	55998448	55998499	55999417	TISS07	TISS14	0.9984268311733849	0.998835
OoZKhx1Gz50	8	+	58579949	58579794	58580516	TISS11	TISS00	0.0015294698707107855	0.00053578056
OoZKhx1Gz50	8	+	58579949	58579794	58580516	TISS00	TISS11	0.001968269809454381	0.00074661145
L83BXQTBqX0	14	-	24214371	24214309	24214151	TISS14	TISS02	0.9982363317830015	0.9643886
L83BXQTBqX0	14	-	24214371	24214309	24214151	TISS14	TISS00	0.9982363317830015	0.9636434
L83BXQTBqX0	14	-	24214371	24214309	24214151	TISS07	TISS00	0.9983257420980034	0.9636434
nP6au0Ef4uo	14	-	31119769	31119709	31116458	TISS07	TISS00	0.9984007559895612	0.992961
vgT0V5RPQ8o	8	+	19818473	19818342	19819572	TISS03	TISS07	0.001443837880572674	0.00044595622
PdqOMgwiV18	8	+	141151842	141151837	141155848	TISS03	TISS11	0.001261582129962614	0.00026530237
PdqOMgwiV18	8	+	141151842	141151837	141155848	TISS02	TISS07	0.001047672515547441	0.0005703157
uRAz8EF8Pd4	14	+	64212954	64213005	64214193	TISS14	TISS02	0.9981395096643778	0.91490096
luJ2R8StZjE	8	+	144390884	144391056	144391133	TISS07	TISS14	0.9986127614631892	0.9989718
luJ2R8StZjE	8	+	144390884	144391056	144391133	TISS00	TISS14	0.9984343172115521	0.9993333
rFP4azfhD5Y	8	+	143562362	143562350	143562447	TISS02	TISS03	0.0012759070895594607	0.0010362669
rFP4azfhD5Y	8	+	143562362	143562350	143562447	TISS14	TISS07	0.0019069286607336742	0.0006932423
rFP4azfhD5Y	8	+	143562362	143562350	143562447	TISS14	TISS00	0.0019069286607336742	0.0009399439
iQSddo_1j2k	14	+	21487602	21487693	21488589	TISS14	TISS11	0.998887842276225	0.9370958
iQSddo_1j2k	14	+	21487602	21487693	21488589	TISS14	TISS02	0.998887842276225	0.9701835
iQSddo_1j2k	14	+	21487602	21487693	21488589	TISS14	TISS00	0.998887842276225	0.9487276
ya3boqUoy08	8	-	58623746	58623708	58623424	TISS03	TISS00	0.9989476994925203	0.99906737
ei8xmD1XbUg	8	-	17242993	17242991	17237373	TISS02	TISS14	0.99840839234252	0.7902067
XVL8FXP07jk	14	+	103451995	103451983	103457141	TISS03	TISS14	0.0017492655178657334	0.0007069056
XVL8FXP07jk	14	+	103451995	103451983	103457141	TISS11	TISS14	0.0017002353757667515	0.00039051395
XVL8FXP07jk	14	+	103451995	103451983	103457141	TISS02	TISS07	0.0013802236341317214	0.0006745559
N7-os8iVL_E	8	+	144311887	144311836	144311962	TISS03	TISS11	0.001981037647901177	0.00080095365
N7-os8iVL_E	8	+	144311887	144311836	144311962	TISS11	TISS14	0.0015907568216025117	0.0005399804
A1YWsVDCx-k	14	-	68910019	68909954	68909396	TISS03	TISS07	0.9982119330470389	0.9993175
