ID	Chr	Strand	Exon_start	Exon_end	Tissue	Change_case	Label	TrASPr_pred	Pangolin_pred	SpliceAI_pred	SpliceTF_pred
O65n_IFM9bU	chr3	-	62544848	62544859	Heart_Atrial_Appendage	True	0.018924682321838228	0.064653486	0.0039562923	0.004643551	0.20956996455788612
j2bOr8carxE	chr3	+	152455542	152455577	Heart_Atrial_Appendage	False	0.4149639210081095	0.41170207	0.12717311	0.2589415	0.7392907738685608
9VpawOVQz1g	chr1	-	234437275	234437372	Brain_Cerebellum	False	0.6999421004921005	0.87450653	0.78978837	0.5526273	0.7949356734752655
qE7LS8z2QBY	chr1	-	85258935	85259061	Heart_Atrial_Appendage	True	0.4848	0.5241054	0.06763522	0.3870927	0.4675333797931671
qE7LS8z2QBY	chr1	-	85258935	85259061	Liver	True	0.65195	0.72623146	0.1907138	0.3870927	0.335545152425766
qE7LS8z2QBY	chr1	-	85258935	85259061	Brain_Cerebellum	True	0.53105	0.57737625	0.15906568	0.3870927	0.43130461871623993
2vpDVroIPgo	chr1	-	155251733	155251905	Brain_Cerebellum	False	0.8303171636899885	0.9026096	0.9278914	0.9939129	0.8660096526145935
2vpDVroIPgo	chr1	-	155251733	155251905	Heart_Atrial_Appendage	False	0.9726649547660011	0.94468933	0.91574365	0.9939129	0.9051118791103363
EaPsgQW4ewY	chr5	-	158707568	158707636	Brain_Cerebellum	False	0.2416855585112027	0.8398654	0.23705025	0.23523846	0.11683597043156624
g6r7YHZbbD0	chr3	-	168040786	168040869	Brain_Cerebellum	True	0.22109283347141673	0.30054024	0.8042529	0.8947884	0.909876137971878
g6r7YHZbbD0	chr3	-	168040786	168040869	Liver	True	0.9555434034395622	0.8794577	0.78908783	0.8947884	0.846162736415863
g6r7YHZbbD0	chr3	-	168040786	168040869	Heart_Atrial_Appendage	True	0.6184142024324053	0.78032786	0.8341409	0.8947884	0.971293568611145
2c_BeT-RcdM	chr9	-	81612292	81612393	Liver	True	0.8257567099671483	0.7895584	0.28835973	0.74567336	0.5424190908670425
2c_BeT-RcdM	chr9	-	81612292	81612393	Brain_Cerebellum	True	0.009142151738027762	0.34598863	0.17345247	0.74567336	0.6041756868362427
_Pnuk_gvN4A	chr9	-	37781986	37782137	Heart_Atrial_Appendage	True	0.6761994179375309	0.90000373	0.9158608	0.9950018	0.9660781621932983
_Pnuk_gvN4A	chr9	-	37781986	37782137	Liver	True	0.8622843134487738	0.9144437	0.8302926	0.9950018	0.7374838590621948
_Pnuk_gvN4A	chr9	-	37781986	37782137	Brain_Cerebellum	True	0.43216869518690704	0.7602949	0.9086577	0.9950018	0.8100988864898682
ZFgGbjjAZz0	chr9	+	6981842	6982765	Brain_Cerebellum	False	0.3547455398469563	0.0586686	0.0025872956	0.34779096	0.13110067043453455
6cDG3Ev9w2s	chr1	-	148124899	148125001	Liver	True	0.5032714826500138	0.9298237	0.61931866	0.983379	0.5965012907981873
6cDG3Ev9w2s	chr1	-	148124899	148125001	Brain_Cerebellum	True	0.7855786304275443	0.87256473	0.58489466	0.983379	0.7648138105869293
50UY3kwpetU	chr1	-	151310211	151310255	Heart_Atrial_Appendage	False	0.3156182633997532	0.5458002	0.17196068	0.15764056	0.8761026859283447
50UY3kwpetU	chr1	-	151310211	151310255	Brain_Cerebellum	False	0.4342455185319162	0.94407386	0.16632685	0.15764056	0.6405007839202881
lJ_Z-yO0DgM	chr5	+	146468341	146468403	Brain_Cerebellum	False	0.45085	0.84208554	0.8410385	0.93915904	0.732012003660202
lJ_Z-yO0DgM	chr5	+	146468341	146468403	Heart_Atrial_Appendage	False	0.36675	0.58794314	0.86844075	0.93915904	0.9244732856750488
P0y-JA5erDw	chr1	-	206599463	206599612	Heart_Atrial_Appendage	True	0.7381702869165062	0.8308688	0.8339988	0.9797243	0.9639584720134735
P0y-JA5erDw	chr1	-	206599463	206599612	Liver	True	0.9923905435121002	0.94154674	0.80207527	0.9797243	0.7993749678134918
SvU4z_5Z5jU	chr3	+	37361243	37361305	Brain_Cerebellum	True	0.8517592065468778	0.4940455	0.16983029	0.18490951	0.49967120587825775
SvU4z_5Z5jU	chr3	+	37361243	37361305	Heart_Atrial_Appendage	True	0.11973947895791583	0.09057447	0.13403335	0.18490951	0.905422568321228
SvU4z_5Z5jU	chr3	+	37361243	37361305	Liver	True	0.34940923306459737	0.019946935	0.13475938	0.18490951	0.2601533606648445
8MK8za08UGM	chr1	-	23798887	23799012	Brain_Cerebellum	True	0.5568048681710818	0.8413048	0.86193055	0.9669531	0.8721083700656891
8MK8za08UGM	chr1	-	23798887	23799012	Liver	True	0.9419462560411078	0.9585377	0.8509366	0.9669531	0.8310371935367584
tLJWqbtME1I	chr1	-	9737498	9737554	Heart_Atrial_Appendage	False	0.9765131393625988	0.7498207	0.12388299	0.23782387	0.7033292949199677
tLJWqbtME1I	chr1	-	9737498	9737554	Brain_Cerebellum	False	0.9571805880119915	0.9032942	0.2914742	0.23782387	0.6211366951465607
hr2s2C1MPTY	chr5	-	98869014	98869277	Brain_Cerebellum	True	0.2891	0.46547863	0.86925185	0.98728263	0.9099003970623016
hr2s2C1MPTY	chr5	-	98869014	98869277	Liver	True	0.1274	0.33938956	0.81674707	0.98728263	0.8985686302185059
jY9O2bYH5uQ	chr7	-	73596639	73596789	Brain_Cerebellum	True	0.4864960882302257	0.8409133	0.6515931	0.9000944	0.8332547843456268
jY9O2bYH5uQ	chr7	-	73596639	73596789	Liver	True	0.9892910401745938	0.9623913	0.6109085	0.9000944	0.766802042722702
YkwIABUl-iA	chr3	+	9436850	9436888	Heart_Atrial_Appendage	True	0.22405916896657468	0.7874412	0.55098456	0.9534961	0.9754365384578705
YkwIABUl-iA	chr3	+	9436850	9436888	Brain_Cerebellum	True	0.6566038258575198	0.46818274	0.7657753	0.9534961	0.8846127688884735
YkwIABUl-iA	chr3	+	9436850	9436888	Liver	True	0.17557764306996815	0.5174337	0.6028147	0.9534961	0.8100341558456421
QbaPGJjpMBc	chr5	+	79656958	79657001	Brain_Cerebellum	True	0.7164013057388017	0.7779754	0.72902215	0.4188791	0.7888223230838776
QbaPGJjpMBc	chr5	+	79656958	79657001	Liver	True	0.8163121898144634	0.73028994	0.7812979	0.4188791	0.6358239054679871
QbaPGJjpMBc	chr5	+	79656958	79657001	Heart_Atrial_Appendage	True	0.9085576202247205	0.89423656	0.7551541	0.4188791	0.9774640202522278
GOA7kExy1t0	chr1	+	39480920	39481030	Liver	True	0.5175282068824959	0.6987408	0.31962055	0.5647917	0.18976066634058952
GOA7kExy1t0	chr1	+	39480920	39481030	Brain_Cerebellum	True	0.027289840353329507	0.5574238	0.100917235	0.5647917	0.320895217359066
GOA7kExy1t0	chr1	+	39480920	39481030	Heart_Atrial_Appendage	True	0.39878774978311593	0.60853595	0.5023033	0.5647917	0.8746646642684937
Wg6V-9hatjY	chr1	-	46560234	46560277	Liver	True	0.8055866907921327	0.6237207	0.8485931	0.94884366	0.8476893603801727
Wg6V-9hatjY	chr1	-	46560234	46560277	Heart_Atrial_Appendage	True	0.47096037669793356	0.86849254	0.8828374	0.94884366	0.926311194896698
Wg6V-9hatjY	chr1	-	46560234	46560277	Brain_Cerebellum	True	0.2891741281307869	0.90829307	0.8775504	0.94884366	0.9141950607299805
fDqu7MqtXw0	chr3	-	121788284	121788432	Liver	True	0.5972542037186741	0.92775697	0.06894153	0.02527091	0.19296147674322128
fDqu7MqtXw0	chr3	-	121788284	121788432	Brain_Cerebellum	True	0.6906981074481074	0.86601925	0.104745924	0.02527091	0.2613597586750984
fDqu7MqtXw0	chr3	-	121788284	121788432	Heart_Atrial_Appendage	True	0.791519518390571	0.92121595	0.12789719	0.02527091	0.8885764181613922
Iu94bob3UGE	chr3	-	46683130	46683326	Brain_Cerebellum	True	0.48883430599542466	0.6337503	0.8370894	0.99259937	0.9456993043422699
Iu94bob3UGE	chr3	-	46683130	46683326	Liver	True	0.9024473809893832	0.89552265	0.6952536	0.99259937	0.9120772778987885
Iu94bob3UGE	chr3	-	46683130	46683326	Heart_Atrial_Appendage	True	0.8136281688086886	0.8301815	0.8389036	0.99259937	0.9599370062351227
EErSVBZJ2bw	chr1	-	1337018	1337055	Brain_Cerebellum	True	0.30561523418050107	0.57427543	0.5713434	0.72973347	0.8734627664089203
EErSVBZJ2bw	chr1	-	1337018	1337055	Heart_Atrial_Appendage	True	0.011527863923374399	0.2384615	0.19247034	0.72973347	0.8919116258621216
EErSVBZJ2bw	chr1	-	1337018	1337055	Liver	True	0.03677084924031167	0.09807933	0.22044086	0.72973347	0.7875835001468658
97tXhGhMvNE	chr3	-	47853163	47853352	Liver	True	0.9846342762933543	0.8190264	0.83377635	0.99312764	0.8771717846393585
97tXhGhMvNE	chr3	-	47853163	47853352	Brain_Cerebellum	True	0.7733606762661216	0.86350673	0.90181816	0.99312764	0.9250596761703491
97tXhGhMvNE	chr3	-	47853163	47853352	Heart_Atrial_Appendage	True	0.993866318568893	0.8785229	0.8348347	0.99312764	0.930260419845581
iOGpv2UsJTc	chr5	+	178052803	178052989	Brain_Cerebellum	False	0.9079911047582125	0.64735246	0.5307473	0.9359641	0.7048269212245941
fLEVnsKknBo	chr9	-	113191816	113191949	Brain_Cerebellum	False	0.1714	0.39869905	0.0040373118	0.3402937	0.09287678822875023
fLEVnsKknBo	chr9	-	113191816	113191949	Heart_Atrial_Appendage	False	0.037890681370463426	0.3875744	0.0062162816	0.3402937	0.6605378985404968
KWxXAFKoNrg	chr5	-	177491404	177491420	Heart_Atrial_Appendage	False	0.35917532081994086	0.44215468	0.32461128	0.4418327	0.7813008427619934
Z4BT5EKJM3s	chr9	-	83666350	83666433	Heart_Atrial_Appendage	True	0.7002658986540718	0.6271523	0.9134418	0.96389246	0.9722307920455933
Z4BT5EKJM3s	chr9	-	83666350	83666433	Brain_Cerebellum	True	0.8619373727764927	0.58604914	0.89089966	0.96389246	0.9234577119350433
Z4BT5EKJM3s	chr9	-	83666350	83666433	Liver	True	0.8727257190707363	0.7465088	0.9118885	0.96389246	0.9179308414459229
yhhB2VCTpS4	chr5	+	141933951	141933961	Brain_Cerebellum	False	0.3642877407736414	0.20339088	0.08453157	0.5464881	0.0060136119136586785
XFAkZ_217Eg	chr9	+	2641377	2641499	Brain_Cerebellum	True	0.741698749551329	0.83601975	0.23629987	0.91097486	0.5295130163431168
XFAkZ_217Eg	chr9	+	2641377	2641499	Heart_Atrial_Appendage	True	0.9133624715846294	0.9456007	0.09571998	0.91097486	0.5945099592208862
MblpNYbtFqA	chr9	-	14622541	14622691	Heart_Atrial_Appendage	False	0.14895	0.43122488	0.0045214	0.10806577	0.5979337990283966
MblpNYbtFqA	chr9	-	14622541	14622691	Brain_Cerebellum	False	0.19169999999999998	0.43296224	0.0055550663	0.10806577	0.17060135304927826
VDmZxG002Bg	chr1	-	27358181	27358319	Brain_Cerebellum	True	0.690900875261857	0.9557341	0.81017464	0.84187126	0.9634787440299988
VDmZxG002Bg	chr1	-	27358181	27358319	Liver	True	0.9825230381133686	0.97966766	0.7864652	0.84187126	0.948943555355072
VDmZxG002Bg	chr1	-	27358181	27358319	Heart_Atrial_Appendage	True	0.9751318721540783	0.971779	0.83646506	0.84187126	0.9732669591903687
mnXuJX5JpYI	chr9	+	7105402	7105500	Brain_Cerebellum	True	0.285350214329455	0.06632687	0.018897872	0.30812055	0.6441046893596649
mnXuJX5JpYI	chr9	+	7105402	7105500	Heart_Atrial_Appendage	True	0.08410751617036184	0.091544405	0.038759183	0.30812055	0.9521084427833557
H9FUpK5OP-o	chr1	-	153951260	153951666	Brain_Cerebellum	True	0.6432283380843641	0.8840393	0.88266575	0.905396	0.9423386752605438
H9FUpK5OP-o	chr1	-	153951260	153951666	Liver	True	0.9929684460428639	0.88161486	0.85864055	0.905396	0.9091587066650391
H9FUpK5OP-o	chr1	-	153951260	153951666	Heart_Atrial_Appendage	True	0.9867389127039242	0.9001793	0.90608627	0.905396	0.9532420933246613
DyIb1Sm7l8Q	chr9	-	36236832	36236984	Brain_Cerebellum	True	0.75015	0.97313875	0.8777959	0.9985218	0.8199427425861359
DyIb1Sm7l8Q	chr9	-	36236832	36236984	Liver	True	0.974188945154329	0.9811669	0.89862883	0.9985218	0.7037390470504761
raoqe_u3JnQ	chr3	+	9928580	9928630	Brain_Cerebellum	True	0.6874635319302107	0.93732566	0.55275977	0.5025698	0.8747322261333466
raoqe_u3JnQ	chr3	+	9928580	9928630	Liver	True	0.9762794716752972	0.968441	0.6657766	0.5025698	0.8299826681613922
raoqe_u3JnQ	chr3	+	9928580	9928630	Heart_Atrial_Appendage	True	0.8778191633222427	0.9583822	0.64353496	0.5025698	0.9268384277820587
CtLyqqiS0Rw	chr7	+	48099670	48099787	Heart_Atrial_Appendage	True	0.5078942480197832	0.92788786	0.8372909	0.8799137	0.9121296405792236
CtLyqqiS0Rw	chr7	+	48099670	48099787	Liver	True	0.8239421892253638	0.94776917	0.7898655	0.8799137	0.7997798919677734
I2JnNCEyQ2Y	chr5	+	96729153	96729209	Brain_Cerebellum	True	0.3712358700040371	0.59018886	0.8826563	0.9556804	0.9207964241504669
I2JnNCEyQ2Y	chr5	+	96729153	96729209	Heart_Atrial_Appendage	True	0.8292436090225563	0.88100195	0.7774056	0.9556804	0.9867813587188721
I2JnNCEyQ2Y	chr5	+	96729153	96729209	Liver	True	0.9301315757758222	0.9190633	0.714852	0.9556804	0.8951015472412109
IDFfhwZXMc0	chr5	+	140498038	140498192	Brain_Cerebellum	True	0.31203202873420854	0.25590113	0.060482405	0.6557368	0.21631480380892754
IDFfhwZXMc0	chr5	+	140498038	140498192	Heart_Atrial_Appendage	True	0.08817084484754009	0.124425635	0.10533869	0.6557368	0.5993300974369049
IDFfhwZXMc0	chr5	+	140498038	140498192	Liver	True	0.058753796105423126	0.062445287	0.080252565	0.6557368	0.15286032110452652
nHqh3nen_AY	chr9	-	35722861	35722921	Brain_Cerebellum	True	0.46195344568368774	0.7779754	0.8978821	0.98723584	0.8424393236637115
nHqh3nen_AY	chr9	-	35722861	35722921	Heart_Atrial_Appendage	True	0.9906865849150361	0.9418684	0.86664534	0.98723584	0.9637394547462463
3wSRGBY2wNs	chr9	+	69249375	69249485	Liver	True	0.9410770944813489	0.97267544	0.8808875	0.912943	0.5978488326072693
3wSRGBY2wNs	chr9	+	69249375	69249485	Brain_Cerebellum	True	0.3335760223936064	0.6928498	0.9206213	0.912943	0.7578114867210388
3wSRGBY2wNs	chr9	+	69249375	69249485	Heart_Atrial_Appendage	True	0.5200575624181076	0.9056566	0.84333646	0.912943	0.9864920377731323
BT1NjouFhlw	chr1	+	186411811	186411893	Brain_Cerebellum	True	0.50917758639446	0.22185606	0.050302994	0.4243535	0.6336753070354462
BT1NjouFhlw	chr1	+	186411811	186411893	Liver	True	0.19475139980596806	0.20212802	0.079216525	0.4243535	0.517836332321167
BT1NjouFhlw	chr1	+	186411811	186411893	Heart_Atrial_Appendage	True	0.14126773903842405	0.155591	0.097097896	0.4243535	0.6655945479869843
hOmENJ_rBKw	chr3	+	184381076	184381130	Liver	True	0.5354024512558352	0.06941547	0.003565482	0.2192692	0.08350591035559773
hOmENJ_rBKw	chr3	+	184381076	184381130	Heart_Atrial_Appendage	True	0.025088081178865275	0.046551272	0.0012535547	0.2192692	0.2109011560678482
hOmENJ_rBKw	chr3	+	184381076	184381130	Brain_Cerebellum	True	0.011681049781892175	0.034880888	0.003249406	0.2192692	0.09173395205289125
Sch83zt0Qhg	chr9	+	128629125	128629187	Heart_Atrial_Appendage	True	0.48975583199051453	0.14426938	0.08290084	0.24807468	0.5973741114139557
Sch83zt0Qhg	chr9	+	128629125	128629187	Liver	True	0.004182194609594344	0.092359796	0.015865814	0.24807468	0.3061676323413849
Sch83zt0Qhg	chr9	+	128629125	128629187	Brain_Cerebellum	True	0.017156512943458012	0.70911986	0.009116999	0.24807468	0.4385078400373459
3IVX28NvvcQ	chr7	+	117190133	117190268	Heart_Atrial_Appendage	True	0.24264999999999998	0.38093165	0.738484	0.90550643	0.9455032348632812
3IVX28NvvcQ	chr7	+	117190133	117190268	Liver	True	0.03155036962839534	0.23231015	0.5631732	0.90550643	0.6502498984336853
3IVX28NvvcQ	chr7	+	117190133	117190268	Brain_Cerebellum	True	0.29369999999999996	0.5391652	0.6978103	0.90550643	0.7970346212387085
VHEmwATRQQY	chr9	-	75069742	75069813	Brain_Cerebellum	True	0.766686255767963	0.9659639	0.68777573	0.9315897	0.5938809812068939
VHEmwATRQQY	chr9	-	75069742	75069813	Heart_Atrial_Appendage	True	0.7868906763738844	0.97288233	0.51428384	0.9315897	0.8013255894184113
VHEmwATRQQY	chr9	-	75069742	75069813	Liver	True	0.9812689233024227	0.97821885	0.5917353	0.9315897	0.5050110220909119
7okObvvM380	chr5	+	57237113	57237172	Brain_Cerebellum	True	0.3142882422048876	0.5543197	0.25944915	0.32552803	0.47465357929468155
7okObvvM380	chr5	+	57237113	57237172	Liver	True	0.157991477821095	0.61751264	0.287833	0.32552803	0.4192444756627083
7okObvvM380	chr5	+	57237113	57237172	Heart_Atrial_Appendage	True	0.09834883490675769	0.55438	0.1462271	0.32552803	0.9156463742256165
J4i4GzU-cYY	chr9	-	137564893	137564958	Heart_Atrial_Appendage	True	0.7916004407238069	0.9869795	0.80366546	0.9846355	0.8870186805725098
J4i4GzU-cYY	chr9	-	137564893	137564958	Liver	True	0.9708750858604788	0.9879462	0.74483943	0.9846355	0.5711434781551361
J4i4GzU-cYY	chr9	-	137564893	137564958	Brain_Cerebellum	True	0.8174396770343906	0.9829547	0.77470005	0.9846355	0.7431834936141968
0KZeqNTJX2M	chr7	-	5361594	5361722	Brain_Cerebellum	True	0.6068976130272075	0.4582881	0.23551098	0.8753263	0.7036744952201843
