Index	Change_case	Label	TrASPr_pred	SpliceAI_pred
1419	False	0.9508328584869407	0.8989219	0.85231483
2511	False	0.7894742507539921	0.78201854	0.862572
5704	False	0.9580325093765572	0.954245	0.96484977
5074	False	0.8964336051545354	0.8663643	0.8927499
3078	False	0.9678652718445513	0.952127	0.9115116
37	False	0.9426517335698972	0.94721895	0.9075031
549	False	0.8987461832409998	0.88305116	0.9004197
631	False	0.8571726592219904	0.85400593	0.9498599
2929	False	0.8871794871794871	0.8727253	0.7043009
2760	False	0.867752138811905	0.8860047	0.95037353
3754	False	0.9683544303797469	0.9132751	0.96578664
4062	False	0.8837426291740109	0.93722576	0.926695
3977	False	0.9047514015255951	0.87360656	0.8724758
1769	False	0.838594858379031	0.80818	0.8188237
2909	False	0.8824533363629088	0.80789477	0.92501485
1598	False	0.7694607706208634	0.9072423	0.8244101
1613	True	0.723057364359065	0.90434396	0.97784996
4049	False	0.9205044360494172	0.88106114	0.93152255
4389	False	0.9119377393072682	0.86495805	0.9154731
360	False	0.9262404704149702	0.9563261	0.90128154
3316	False	0.8325658150190262	0.8325521	0.91672516
4291	False	0.9473143639683506	0.94314384	0.9656647
6011	True	0.3275157816561456	0.548377	0.7108506
2522	False	0.885188190910686	0.87695193	0.9038994
4615	False	0.9440740755687023	0.9182074	0.92043144
4940	True	0.02903279170649217	0.02826733	0.82030714
2026	False	0.8308254896461109	0.79116964	0.927781
502	False	0.907563025210084	0.95049393	0.91646564
4885	False	0.933372281726712	0.89532137	0.97679394
1862	False	0.8797736916548797	0.88048613	0.8389703
4350	False	0.8100793650793652	0.86868644	0.80725706
3610	False	0.8531693365021554	0.87911505	0.8609953
574	False	0.9186727688787185	0.7848988	0.91346484
5720	False	0.9177068057592321	0.85058165	0.9732359
3046	False	0.895906432748538	0.8959614	0.9277743
72	False	0.9043328789513875	0.8977487	0.9114283
210	False	0.7931588166601791	0.8555409	0.921367
3099	True	0.25852054723556883	0.5294718	0.71608347
3668	False	0.8991596638655462	0.8700205	0.8783494
1350	False	0.9392527236832484	0.9410622	0.7978681
4122	False	0.8645044874567474	0.848322	0.91660166
6049	False	0.7658450704225352	0.853601	0.9775872
5341	False	0.9206734802986134	0.86595094	0.9113337
3661	False	0.946912453172049	0.94167525	0.9532143
5624	False	0.7503469005903511	0.7979124	0.93543863
2399	False	0.9124384447656613	0.8966519	0.96608984
2700	False	0.9151660303856642	0.89262825	0.9163176
2713	False	0.933252072159922	0.86926	0.9306213
2746	False	0.943998208420424	0.94874406	0.9502371
4894	True	0.44647867564534227	0.76150745	0.5735975
2496	True	0.7254901960784313	0.7527436	0.86161673
890	False	0.8903374507697817	0.8991957	0.87148744
5819	False	0.8113979923392537	0.7531346	0.85302275
391	False	0.9460137071168591	0.95256084	0.8830142
4270	False	0.9144198191245885	0.8691109	0.9382122
2329	False	0.914655172413793	0.9079291	0.9407793
1805	False	0.8894727652334143	0.9029989	0.84496003
5713	False	0.9067209758985413	0.8877858	0.9168018
2078	False	0.8615569836008046	0.78241414	0.91916883
1721	False	0.9246575342465754	0.93071884	0.8643056
5454	False	0.8374129712099354	0.8476518	0.8182495
2024	False	0.9359473114367762	0.93250406	0.94439685
2312	False	0.8583772954209432	0.8364662	0.9357603
3739	False	0.8442090395480226	0.8323488	0.8527411
3012	False	0.8300085841663667	0.8880991	0.91927063
111	False	0.9414388674492256	0.927139	0.8949382
1441	False	0.8891700750235292	0.78941923	0.9517514
5249	True	0.7251163864225662	0.83855253	0.9183397
5334	False	0.9169368778464642	0.82409716	0.9705825
3254	False	0.8094729576974914	0.81824684	0.7122834
3474	False	0.8775232333382703	0.8777249	0.8972999
2025	False	0.8677552951215779	0.87619245	0.88643473
4198	False	0.9659090909090909	0.906317	0.95113087
2751	False	0.9081737601914879	0.7838611	0.78130406
232	False	0.8610883993843785	0.7964211	0.6078726
1941	False	0.8607717010635686	0.8327597	0.8604237
2543	False	0.769064181214415	0.7383034	0.72129554
4509	True	0.5654882170557071	0.63089913	0.7896911
1036	False	0.9876543209876543	0.9410484	0.85340893
2884	False	0.8515614894025691	0.89636534	0.8530356
4979	False	0.7921151857933467	0.8520176	0.8024837
1686	False	0.8833541866398011	0.8786126	0.9114281
967	False	0.8319932461120412	0.8493753	0.93144226
2816	False	0.961129778713022	0.95921636	0.92653596
5980	True	0.1441717791411043	0.16800824	0.399859
2829	False	0.9357094284954025	0.91398615	0.93707454
1679	False	0.9282842719355431	0.94698745	0.8458927
3288	False	0.9315637313608984	0.9206668	0.9581418
3753	False	0.7685413658835367	0.7256032	0.9154261
2384	False	0.9537847763413914	0.9207807	0.95452577
448	False	0.8806672599604906	0.9567044	0.8556558
664	False	0.9087121212121212	0.9275551	0.94353044
4297	False	0.8108027006751688	0.8779788	0.8682884
1404	False	0.8852314983594605	0.8863132	0.7723773
3818	False	0.8419539074126212	0.85687214	0.92655706
5073	False	0.8184782850655565	0.7774998	0.7910577
3083	False	0.8952423497878044	0.93746674	0.93697846
4351	False	0.9370629370629371	0.84617615	0.8185724
2503	False	0.8908550672859354	0.8264266	0.9412615
1831	False	0.9421922093730227	0.94239104	0.96674263
234	True	0.7073170731707317	0.6074492	0.8705381
1521	False	0.8556377021820847	0.7545574	0.96871835
5652	False	0.9603938531883662	0.9212219	0.85788727
460	False	0.8013121709272699	0.80754966	0.80389595
2086	False	0.9063339520822075	0.877036	0.95688736
4066	False	0.9433962264150944	0.8827594	0.905563
1910	False	0.8632630173564753	0.6953553	0.8242074
764	False	0.8868354759162225	0.8993871	0.894194
1383	False	0.7905258790195795	0.852948	0.84978735
4260	False	0.8986688806620209	0.949371	0.8719031
369	True	0.6624019099392024	0.48008555	0.7927793
1595	True	0.7311312429253618	0.81591713	0.79975444
2504	False	0.8918458781362008	0.8773907	0.9160781
4692	True	0.01365289038523201	0.025922267	0.70502436
4154	False	0.9357613134427869	0.91504455	0.83876896
2278	False	0.897571606475716	0.8287001	0.7672098
2763	False	0.8881127960116327	0.8923506	0.89533997
5925	True	0.04343720491029273	0.048079234	5.6814943e-06
5887	False	0.7557077625570776	0.8639266	0.81058425
770	False	0.7907859042667251	0.8404302	0.9432541
5185	False	0.920626127560225	0.899931	0.9532275
1608	False	0.7467174812998596	0.88913906	0.7987534
1820	False	0.8691409884680725	0.8526686	0.8406006
4695	True	0.7295794228723566	0.854116	0.92091465
3321	False	0.9747728696741855	0.9486621	0.9743706
159	False	0.7906954887218045	0.87686116	0.8756734
4759	False	0.9323562570462233	0.91169554	0.79750353
5309	False	0.913130081300813	0.8729831	0.78041166
507	False	0.9438312616365963	0.90608174	0.9107898
4205	False	0.8317460317460318	0.775381	0.8185898
4957	False	0.9712035776783978	0.89531106	0.87462693
910	False	0.8177125319091765	0.8814935	0.8935369
1483	True	0.2354402042743713	0.5261243	0.76305974
4807	False	0.9903846153846154	0.9507557	0.96261567
5455	False	0.8599909035779261	0.87343746	0.8198992
4908	False	0.9126924411830329	0.9300211	0.86497307
2045	False	0.8061782572139378	0.8982588	0.76214087
3028	True	0.11297194934311754	0.1630219	0.47661224
2567	False	0.9255395041911896	0.8854828	0.96806335
3376	False	0.8232498122528559	0.7888298	0.7146285
4500	False	0.8782145997579984	0.85910046	0.89238346
2662	False	0.9207591313869852	0.9428787	0.95999354
3537	True	0.5851018218147046	0.6254771	0.80035
3915	False	0.9377960935627119	0.95348936	0.94836396
2320	False	0.8731335388431862	0.8630544	0.9377502
3950	False	0.9555365805365805	0.95666325	0.9601906
2576	False	0.906535763911864	0.8776146	0.9110087
4901	False	0.882629053835863	0.88511103	0.9168193
5226	False	0.9208846902429044	0.8623003	0.9041174
899	False	0.7475959354139727	0.7391728	0.82653207
5947	True	0.5979381443298969	0.82282746	0.80342865
4527	False	0.8188663967611336	0.81822133	0.82738554
579	False	0.9009777046783626	0.86279756	0.9039397
3089	False	0.8501381215469613	0.90473384	0.7557218
589	False	0.840835970464135	0.8544634	0.8929216
3029	False	0.8321526189345878	0.8656488	0.92728484
1895	False	0.9097567287784678	0.8865177	0.9744631
4748	False	0.9055870171073694	0.8894443	0.88506114
3296	True	0.027304926233402624	0.04528791	0.61603093
4995	True	0.33897802979469227	0.30140096	0.71645564
5041	False	0.8723141695702672	0.88242245	0.85813713
4033	True	0.019831762557346547	0.0028715064	0.7029719
211	False	0.8715048646314122	0.81201094	0.9129685
240	False	0.928673695171157	0.8215033	0.7037916
3491	False	0.8349499140921322	0.85312957	0.9161522
2724	False	0.9273543053034886	0.90322125	0.80633384
5538	False	0.9117142527960673	0.9034452	0.9346007
323	False	0.9573984526112185	0.95828515	0.89179647
6063	True	0.38	0.6729439	0.88356876
1794	False	0.7820588070881547	0.83787197	0.77820146
5672	False	0.9253475033738192	0.9394471	0.938389
5810	False	0.817340819333747	0.89284164	0.9117478
731	False	0.8893744648222239	0.89297354	0.9140092
5991	True	0.6685393258426966	0.78784263	0.8751737
4115	False	0.9423576561636263	0.9199097	0.89679515
1052	False	0.8602636534839925	0.8978964	0.9030279
5378	False	0.8378284923928078	0.88430023	0.8277217
4994	False	0.9217761029584135	0.8579372	0.5195429
3466	False	0.8690650493415859	0.8455259	0.9287899
4129	False	0.8255911321596485	0.87613255	0.9003788
4511	False	0.7939957046601469	0.86852527	0.9291787
4035	False	0.7907646499610262	0.86258084	0.9527033
2142	False	0.9086760309758456	0.90978074	0.9511136
5782	False	0.9113841282951338	0.8837979	0.92583656
4038	False	0.819524109675386	0.81764984	0.8535795
5563	False	0.8146232184969631	0.84985703	0.90045166
302	False	0.9508927085298328	0.91136676	0.7857795
5012	False	0.9762514397461075	0.9668909	0.90664303
94	False	0.8264035087719298	0.8019075	0.80623734
3225	False	0.8995550384483314	0.91126263	0.8947178
153	False	0.9114587115545679	0.88556963	0.8620702
2633	False	0.7770345596432553	0.8636107	0.8224823
2056	False	0.8440800944935036	0.8999822	0.8498248
5901	True	0.27452331725246953	0.536054	0.75931644
1347	False	0.900497512437811	0.8637551	0.912856
3943	False	0.9144541898779187	0.8460287	0.9313141
1020	False	0.8766900687856279	0.75257844	0.9622137
943	False	0.8850813794811527	0.8691272	0.92189085
6071	True	0.27218934911242604	0.5181626	0.51484925
5278	False	0.8933553066622582	0.9071624	0.908621
4333	False	0.8708560535612961	0.8541073	0.9581868
4438	False	0.9106628242074928	0.89762074	0.938499
5419	False	0.9350912778904665	0.8734002	0.85983545
134	True	0.05656565656565657	0.029032134	0.70989865
3375	False	0.8261400444617848	0.86670107	0.85879326
488	False	0.8405286496223932	0.8630345	0.92582625
4465	False	0.8967229360306178	0.9091281	0.85425556
1904	False	0.8451826006047918	0.8744848	0.84560394
5988	False	0.819468024900962	0.77600414	0.94901496
109	False	0.8427493562827214	0.76595885	0.9015142
5964	True	0.07174103237095363	0.58529484	0.6942841
4796	False	0.9003131030307616	0.9018757	0.87186515
5383	False	0.9125937031484258	0.82954025	0.9141666
708	False	0.9523809523809523	0.9272587	0.8675359
1757	True	0.7257232704402515	0.6697131	0.57133454
1870	False	0.8711819822170047	0.8540469	0.93386936
934	False	0.9328106070803608	0.83853024	0.920702
1985	True	0.6961563196518399	0.88819486	0.9383136
544	False	0.8521460722323437	0.89993817	0.9183367
2911	True	0.09336959336959337	0.12147119	0.7324793
645	True	0.041790964140197645	0.0681855	0.7965439
2696	False	0.8993993993993994	0.9214453	0.9514974
1864	False	0.8139519928951613	0.76617223	0.9458362
1765	False	0.9050273329861065	0.8981778	0.9392104
3285	False	0.9128938779720259	0.9400148	0.9156612
2362	False	0.7883754986618189	0.795979	0.91498125
370	True	0.6705596818406134	0.8180088	0.88747996
3863	False	0.9536245608922993	0.94595534	0.936041
5214	False	0.8955943159979034	0.91304636	0.90931475
1382	True	0.3303626271802361	0.7062245	0.9460986
2987	True	0.05602101057279913	0.1795995	0.69325584
4243	False	0.8923539331955173	0.8491522	0.9190671
5567	True	0.7183077239013311	0.85469365	0.95487595
4480	False	0.915125609352756	0.9029798	0.9323128
2007	False	0.8763308977035491	0.88801426	0.9247856
5366	True	0.5791554424822907	0.6624353	0.8361076
2310	False	0.9028589809754752	0.88176	0.96041137
2693	False	0.9415947990928414	0.89830333	0.9134571
2631	False	0.9064895330112721	0.8441233	0.9535201
4747	False	0.8070739843250971	0.8861961	0.667806
247	False	0.9006538893369388	0.86415267	0.90001106
3119	True	0.7168256586894548	0.8335302	0.95015514
5665	False	0.8084317800838321	0.94051695	0.91149026
6054	False	0.9519774011299436	0.82241124	0.9132884
1850	True	0.598816392563954	0.7369149	0.8220167
1088	False	0.9537278312780513	0.95127475	0.95865697
2402	False	0.7551314840317398	0.8103525	0.92765677
4368	False	0.9798667486432482	0.9113127	0.97810423
4646	False	0.9241660463640846	0.9241025	0.9069168
1693	False	0.9105857472691643	0.8746677	0.9223754
5998	False	0.8400876232201533	0.8981707	0.9107569
3574	False	0.8875110442321498	0.84884197	0.7728475
1967	False	0.8503922352967321	0.8535835	0.9320215
580	False	0.8814958817013898	0.9341444	0.88900155
637	False	0.8554998878718069	0.858598	0.91756994
3382	False	0.8661015593457908	0.93426734	0.85411775
961	False	0.861606590489256	0.87747276	0.9286337
2058	True	0.25278778991917605	0.50016814	0.84508944
5494	True	0.03253792172592827	0.022855707	0.8879684
2764	False	0.9030651103807423	0.8184277	0.89467
5356	False	0.9575359059663602	0.95858884	0.95071447
2541	False	0.8254800517361456	0.87711495	0.8715552
3984	False	0.938126905572003	0.8966289	0.95035946
744	False	0.960410361402884	0.9647868	0.7605434
560	False	0.8511024903918478	0.8815369	0.90320265
4411	False	0.9010307153164296	0.88154334	0.89070356
1933	False	0.9179312620861393	0.87077117	0.9426006
191	False	0.7969826427025709	0.7904079	0.9378438
383	False	0.8603773584905661	0.8247434	0.85390884
4881	False	0.7381575934295144	0.7968139	0.870107
128	False	0.9163379283642712	0.86040956	0.6920792
1798	False	0.9710982658959537	0.9369278	0.9142655
5941	False	0.8365735115431349	0.8578246	0.9073005
3749	True	0.0	0.032820053	0.7122375
4083	False	0.9583269513991164	0.9701792	0.96806353
3362	False	0.9393900638151996	0.92560774	0.9088212
5386	False	0.9308406572517198	0.9245196	0.93400085
922	False	0.8875281093236465	0.93146616	0.89397126
1387	False	0.9402395318470775	0.9415163	0.83409774
2489	False	0.8643583292423499	0.87211555	0.95521706
2369	True	0.6686957552060191	0.8675812	0.9002291
713	False	0.9172248940799267	0.8516188	0.8446472
1928	False	0.8461532415988264	0.87748826	0.78608084
727	False	0.908052651955091	0.8857962	0.90917456
3446	False	0.9112268500119227	0.9163874	0.90975034
2115	False	0.8906620279332427	0.8789264	0.9179009
4761	True	0.11553933495539334	0.0734176	0.82551014
2220	False	0.8828828828828829	0.90135545	0.8621866
4510	False	0.8795697150703652	0.8994391	0.9373186
646	False	0.9602892366050261	0.95227355	0.93655014
2092	False	0.873079395468107	0.8318702	0.94162524
1053	True	0.028903821872571872	0.22394077	0.81422025
4879	False	0.8799397043950405	0.88858145	0.68930775
889	False	0.9515144413988345	0.948956	0.9287466
5133	False	0.8249013568222708	0.8769918	0.9015759
1379	False	0.9594258262076047	0.9356407	0.96735775
2268	False	0.9584929592048044	0.95232296	0.8726454
1662	False	0.7663621784820062	0.77570146	0.9273559
2582	True	0.4609288509886402	0.7934957	0.69876635
90	False	0.9193381180223286	0.89221185	0.8883196
4740	False	0.871963627575373	0.8865323	0.92577267
752	False	0.9295363895477076	0.8917841	0.8971446
5920	True	0.039112448288830384	0.02316406	2.8158495e-06
5951	True	0.1781701444622793	0.525712	0.7162818
4946	False	0.9280701754385965	0.8905819	0.90427744
4655	False	0.8564269584853221	0.8763288	0.8939355
1986	False	0.8302362231189071	0.8554847	0.96633464
5559	True	0.6239963734502825	0.7565133	0.7880985
3301	False	0.8862394753698836	0.8787506	0.8256812
2466	False	0.9662162162162162	0.9380074	0.9146732
1636	False	0.8391465554654037	0.8146377	0.9660616
4203	False	0.8053015708358031	0.87343585	0.7202282
5172	False	0.8372089389711943	0.8954307	0.90190375
258	True	0.6645107141729281	0.7385899	0.9138888
2744	False	0.7613579395914275	0.7481218	0.8571857
5015	False	0.9602879801893539	0.8434724	0.8990617
4821	False	0.8453869696532277	0.87052184	0.9232491
1335	False	0.8492211402568761	0.8799419	0.88635075
5914	False	0.920303605313093	0.93045557	0.86386335
1729	False	0.8739114623833122	0.8819144	0.92277277
5948	True	0.40217391304347827	0.7820588	0.9200824
3438	False	0.9142255005268703	0.8819633	0.8140108
1929	False	0.8617975382309278	0.88050544	0.90783036
4386	False	0.9062866695600457	0.9495618	0.9193867
4278	False	0.9516017739187936	0.93590343	0.94706976
4194	False	0.9554309728183119	0.9258567	0.934336
1229	False	0.8691133705158531	0.92204106	0.85458755
413	False	0.9416961311287784	0.92724186	0.9701847
5878	False	0.944568333864288	0.95018256	0.8569806
809	True	0.6308163607917714	0.77973366	0.9135806
1344	False	0.851470795595243	0.89886886	0.90445596
1267	False	0.9126594870277224	0.9068702	0.89980525
2079	False	0.910339798170924	0.85867035	0.9035468
2159	False	0.9285852363439013	0.94572467	0.94963074
2315	False	0.949656868880919	0.93982846	0.8116435
1724	False	0.8784961186421041	0.8934273	0.9475564
2333	False	0.903990527153438	0.9270613	0.6222385
3268	True	0.030827403861254973	0.025566397	0.8977667
830	False	0.9577937900306321	0.896724	0.8332772
2723	False	0.763994320230797	0.8676694	0.9705925
4663	False	0.8028064992614475	0.8818425	0.82510185
5551	False	0.8840739622738454	0.89521617	0.9774144
6100	True	0.3434420015163002	0.5197326	0.75774634
3838	False	0.8334103108063325	0.86054647	0.87816954
5243	False	0.8044758390441047	0.8752102	0.9072129
3681	False	0.8978405315614618	0.9105358	0.95391196
4282	False	0.8857635626544176	0.94286877	0.9757822
3027	False	0.8434497838034232	0.8644147	0.9285738
2676	False	0.9635285662953648	0.9115829	0.70652616
688	False	0.8546036727278188	0.8597271	0.904856
2887	False	0.8444111687600295	0.8623768	0.89958984
5736	True	0.05876235041127551	0.1314146	0.89315844
1865	False	0.8704354195004559	0.8661217	0.926734
1006	True	0.0865821674060352	0.2892378	0.55499625
5616	False	0.7970695970695971	0.7553337	0.96647215
2156	False	0.8472288901407616	0.86804	0.925815
2274	False	0.8979696354474624	0.8833709	0.92226106
46	True	0.0033707865168539327	9.815367e-05	9.4763107e-07
2898	False	0.745	0.8564186	0.80515623
3461	False	0.9410568103046494	0.9260865	0.9244509
884	False	0.8463891081294396	0.7554667	0.88341904
2191	False	0.833417981823577	0.85835147	0.8850816
5390	False	0.9094348659003831	0.9184711	0.9584511
2497	False	0.8972890150788242	0.87397856	0.89242333
1472	True	0.6049064143187952	0.5021787	0.5566873
3178	False	0.9040880503144654	0.89973587	0.87718785
2872	False	0.8809995051954478	0.85368496	0.90676343
1105	False	0.8817449219899911	0.85222644	0.91305983
5067	True	0.6078975225828165	0.75285196	0.7821592
2538	False	0.9408033826638478	0.9171843	0.847098
3299	False	0.9621212121212122	0.8917996	0.8714884
5689	False	0.9591332412382402	0.96248174	0.96701944
3435	False	0.986773535742608	0.94249445	0.6963545
4523	False	0.9226369796294625	0.8642165	0.95218325
4782	False	0.9628141908601748	0.90109223	0.9407185
1436	False	0.9048918069822443	0.9128416	0.92285585
6024	True	0.10699919549477072	0.5545612	0.5998973
5807	False	0.9452851711026615	0.95273316	0.65598
3353	False	0.9313296919756209	0.9196249	0.9075879
5513	False	0.953784508755269	0.9425492	0.9535618
3522	False	0.8292133832960588	0.8522816	0.8794842
4267	False	0.9597399262268291	0.95129424	0.9522414
2291	False	0.7705649308308097	0.86088514	0.796405
5869	False	0.864410429818584	0.9259116	0.92079747
1217	True	0.6546376811594203	0.7813136	0.8524496
2814	False	0.8707591025556288	0.86985105	0.8842716
1795	False	0.9008473612374887	0.8985487	0.9103855
3564	False	0.8881578947368421	0.87201726	0.80141675
5186	False	0.9019427043910571	0.9090975	0.9198719
3337	False	0.933745938418691	0.87882733	0.93768233
5094	False	0.8753610379049512	0.86116374	0.8915054
5006	False	0.9015157912514777	0.95552474	0.90839946
5423	False	0.972027972027972	0.9464729	0.9607053
2910	False	0.9208211143695014	0.90306145	0.7875121
4922	False	0.8202134215562259	0.8252545	0.8424371
3956	False	0.8553004355711507	0.8788344	0.9401596
3141	False	0.8599033816425121	0.79442513	0.8142835
5966	True	0.046811397557666216	0.20261152	4.656993e-06
4647	False	0.8815165876777251	0.8647993	0.85967225
5308	False	0.9544824833286372	0.94870895	0.9814231
1241	False	0.8955025319715046	0.8858689	0.8353257
3882	False	0.9249156251037127	0.9673821	0.9760898
5058	False	0.9106867737602085	0.8070693	0.95421344
5446	False	0.861316137228546	0.8905963	0.87955725
4	False	0.8864746364746365	0.930682	0.95817614
3709	False	0.83305096278152	0.87540776	0.8485128
3597	False	0.9023922439274313	0.8845119	0.8269337
4301	False	0.8549457598312766	0.8791507	0.91428745
1063	False	0.9031776498187247	0.8420871	0.7585018
5578	False	0.9447292678539305	0.9631441	0.9475342
2105	False	0.8861325746231407	0.74531466	0.93878347
3582	False	0.8736672414566606	0.8705204	0.91100186
5957	True	0.10256410256410256	0.5476969	0.53630346
5049	False	0.8974186514647695	0.8869512	0.9189307
3698	False	0.8514651538959057	0.8750107	0.9247821
2793	False	0.9130074459404325	0.89320093	0.8718047
963	False	0.8262422066880786	0.8630436	0.90041083
5702	False	0.897633149056299	0.9083697	0.9073049
2753	False	0.8924179166509238	0.8736112	0.83609664
644	False	0.9473017813482361	0.9488346	0.9862462
3331	True	0.07063723580146804	0.0685362	0.81419355
1049	False	0.8300604420381835	0.78281426	0.9338441
530	False	0.8906876087418982	0.9356816	0.8377075
5833	False	0.9214893520578878	0.92403316	0.95826846
2039	True	0.012219380505825519	0.028850298	0.9143801
1722	False	0.9447997827549811	0.87596583	0.90964365
2207	False	0.8948913043478262	0.89809567	0.7478672
845	False	0.9681200453545706	0.9651702	0.977557
5656	False	0.9534414778166378	0.92186123	0.9418085
3904	False	0.8647584863069571	0.88099045	0.91177005
3623	False	0.9015544041450777	0.90835565	0.9460107
3511	False	0.8094483195941662	0.84087545	0.74404275
4580	False	0.9476744186046512	0.9025111	0.5469848
2445	False	0.894087175689267	0.85887194	0.88424397
456	False	0.9024665528822331	0.86041206	0.84371185
3103	False	0.9419367357585474	0.9326018	0.9579153
5184	False	0.9344660194174758	0.91511875	0.9310986
4749	False	0.8950993535781838	0.8657035	0.91912097
1610	False	0.8273871965793806	0.89405024	0.916097
5917	False	0.8903559127439724	0.91768426	0.9778247
4965	False	0.9467800284545015	0.9524315	0.9361416
398	False	0.9166914130430138	0.85862464	0.7708228
4199	True	0.7237237426953362	0.8315389	0.95669997
5253	False	0.9672975209053571	0.94133943	0.9645384
5849	False	0.8614952677632493	0.828048	0.89000654
3207	False	0.9073366804882517	0.891368	0.98185444
2173	False	0.8270472350524409	0.6383347	0.9179808
917	True	0.2543859649122807	0.5379497	0.94376755
4063	False	0.9116136785753305	0.8615982	0.97118056
3039	False	0.8930740004729445	0.87913394	0.80837476
3183	False	0.7889821599543076	0.76667273	0.859794
2249	False	0.8988282214230745	0.882155	0.9073165
4771	True	0.595226917057903	0.80902535	0.67605555
4238	False	0.9099461097847339	0.9060332	0.95612544
998	False	0.8717848177273615	0.8644228	0.96074885
4030	True	0.7232712656717586	0.57899153	0.577985
4160	False	0.9201008769415946	0.89589864	0.92377883
895	False	0.9503418873270132	0.96483254	0.90833557
