ID	Chr	Strand	SS1_pos	SS2_pos	SS3_pos	SS4_pos	Tissue1	Tissue2	Label	AE_pred	TrASPr_pred
eGSV2urWMYg	8	-	116755666	116726172	116726016	116658980	HepG2	Cells_EBV_transformed_lymphocytes	0.9878115651182888	0.9841546	0.947758
eGSV2urWMYg	8	-	116755666	116726172	116726016	116658980	HepG2	K562	0.9878115651182888	0.98378503	0.94910395
eGSV2urWMYg	8	-	116755666	116726172	116726016	116658980	K562	HepG2	0.9826686546928958	0.98651993	0.9484252
eGSV2urWMYg	8	-	116755666	116726172	116726016	116658980	HepG2	Lung	0.9878115651182888	0.985663	0.9487294
eGSV2urWMYg	8	-	116755666	116726172	116726016	116658980	K562	Cells_EBV_transformed_lymphocytes	0.9826686546928958	0.9851576	0.9482287
eGSV2urWMYg	8	-	116755666	116726172	116726016	116658980	K562	Lung	0.9826686546928958	0.98646784	0.94898474
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	HepG2	Brain_Cerebellum	0.9721095706495774	0.8958876	0.44274884
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	HepG2	Heart_Atrial_Appendage	0.9721095706495774	0.8626991	0.4177397
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	K562	Heart_Atrial_Appendage	0.9277048380483806	0.81669897	0.40257835
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	HepG2	Liver	0.9721095706495774	0.83467656	0.39654112
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	HepG2	Spleen	0.9721095706495774	0.84273374	0.38979384
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	K562	Spleen	0.9277048380483806	0.7929457	0.39941892
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	HepG2	Cells_EBV_transformed_lymphocytes	0.9721095706495774	0.85269034	0.42472377
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	HepG2	K562	0.9721095706495774	0.84959716	0.40156642
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	K562	HepG2	0.9277048380483806	0.77848095	0.39783126
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	HepG2	Lung	0.9721095706495774	0.8500957	0.39345056
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	K562	Cells_EBV_transformed_lymphocytes	0.9277048380483806	0.8059378	0.38842693
BIZeyTAHiYY	14	-	31114286	31114059	31113877	31113484	K562	Lung	0.9277048380483806	0.80069196	0.39218658
FLQFu01jP_A	14	+	39315718	39316779	39316961	39317944	HepG2	Liver	0.00429650778367696	0.08616956	0.008262063
FLQFu01jP_A	14	+	39315718	39316779	39316961	39317944	K562	Liver	0.022639076339934193	0.094176665	0.007849364
FLQFu01jP_A	14	+	39315718	39316779	39316961	39317944	HepG2	K562	0.00429650778367696	0.082549304	0.007942683
FLQFu01jP_A	14	+	39315718	39316779	39316961	39317944	K562	HepG2	0.022639076339934193	0.09384396	0.007280429
vgmO6liHREw	14	-	50180572	50174552	50174454	50161609	HepG2	Brain_Cerebellum	0.9672871827859006	0.98521465	0.78062576
vgmO6liHREw	14	-	50180572	50174552	50174454	50161609	HepG2	Heart_Atrial_Appendage	0.9672871827859006	0.98651993	0.8140127
vgmO6liHREw	14	-	50180572	50174552	50174454	50161609	HepG2	Spleen	0.9672871827859006	0.98722816	0.7965385
vgmO6liHREw	14	-	50180572	50174552	50174454	50161609	HepG2	Cells_EBV_transformed_lymphocytes	0.9672871827859006	0.9861514	0.79346734
vgmO6liHREw	14	-	50180572	50174552	50174454	50161609	HepG2	K562	0.9672871827859006	0.98582757	0.77611685
vgmO6liHREw	14	-	50180572	50174552	50174454	50161609	K562	HepG2	0.9553912152635795	0.9876639	0.7863617
vgmO6liHREw	14	-	50180572	50174552	50174454	50161609	HepG2	Lung	0.9672871827859006	0.98722816	0.82514703
SjGonX3i3ds	8	+	144082804	144083124	144083303	144083389	K562	Brain_Cerebellum	0.9911941202291483	0.9850429	0.8933544
SjGonX3i3ds	8	+	144082804	144083124	144083303	144083389	K562	Heart_Atrial_Appendage	0.9911941202291483	0.9876639	0.8971198
SjGonX3i3ds	8	+	144082804	144083124	144083303	144083389	K562	Liver	0.9911941202291483	0.98913974	0.8974743
SjGonX3i3ds	8	+	144082804	144083124	144083303	144083389	K562	Spleen	0.9911941202291483	0.9888419	0.9022514
SjGonX3i3ds	8	+	144082804	144083124	144083303	144083389	K562	Cells_EBV_transformed_lymphocytes	0.9911941202291483	0.9877587	0.90231264
SjGonX3i3ds	8	+	144082804	144083124	144083303	144083389	K562	Lung	0.9911941202291483	0.98866826	0.89888555
PIaWdkzqhRA	8	+	22025521	22025647	22025772	22033130	HepG2	Brain_Cerebellum	0.9707694387775512	0.9718859	0.915024
PIaWdkzqhRA	8	+	22025521	22025647	22025772	22033130	HepG2	Spleen	0.9707694387775512	0.9687381	0.9198555
PIaWdkzqhRA	8	+	22025521	22025647	22025772	22033130	HepG2	Cells_EBV_transformed_lymphocytes	0.9707694387775512	0.96795994	0.9188568
EP755pHauKQ	14	+	66508591	66551041	66551181	66681107	HepG2	Brain_Cerebellum	0.035390353903539035	0.068288535	0.008649845
EP755pHauKQ	14	+	66508591	66551041	66551181	66681107	K562	Brain_Cerebellum	0.05820405007590733	0.067546695	0.008636311
EP755pHauKQ	14	+	66508591	66551041	66551181	66681107	HepG2	Liver	0.035390353903539035	0.061536737	0.008535476
EP755pHauKQ	14	+	66508591	66551041	66551181	66681107	K562	Liver	0.05820405007590733	0.06620602	0.009271564
EP755pHauKQ	14	+	66508591	66551041	66551181	66681107	HepG2	Cells_EBV_transformed_lymphocytes	0.035390353903539035	0.062904246	0.009307955
EP755pHauKQ	14	+	66508591	66551041	66551181	66681107	HepG2	K562	0.035390353903539035	0.062904246	0.009383945
EP755pHauKQ	14	+	66508591	66551041	66551181	66681107	K562	HepG2	0.05820405007590733	0.067423776	0.009020356
EP755pHauKQ	14	+	66508591	66551041	66551181	66681107	HepG2	Lung	0.035390353903539035	0.06097518	0.009410042
EP755pHauKQ	14	+	66508591	66551041	66551181	66681107	K562	Cells_EBV_transformed_lymphocytes	0.05820405007590733	0.066934206	0.009406475
EP755pHauKQ	14	+	66508591	66551041	66551181	66681107	K562	Lung	0.05820405007590733	0.065365784	0.009690628
3aGFI_yrpJA	14	-	34533444	34529475	34529358	34524807	HepG2	Heart_Atrial_Appendage	0.9470081986036365	0.94994867	0.8385127
3aGFI_yrpJA	14	-	34533444	34529475	34529358	34524807	HepG2	Liver	0.9470081986036365	0.95531917	0.8465061
3aGFI_yrpJA	14	-	34533444	34529475	34529358	34524807	HepG2	K562	0.9470081986036365	0.9522199	0.8514247
3aGFI_yrpJA	14	-	34533444	34529475	34529358	34524807	K562	HepG2	0.9126552150834555	0.95976204	0.86268395
3aGFI_yrpJA	14	-	34533444	34529475	34529358	34524807	HepG2	Lung	0.9470081986036365	0.954393	0.79603374
ZXKulARBAPk	14	+	30622399	30630477	30630565	30633947	HepG2	K562	0.9944447503787344	0.88856554	0.87268305
ZXKulARBAPk	14	+	30622399	30630477	30630565	30633947	K562	HepG2	0.990778308003095	0.8957053	0.8809059
Q7MIMX2h9-o	14	-	67695630	67693052	67692934	67692593	K562	Heart_Atrial_Appendage	0.9961471700756845	0.9849274	0.67245466
Q7MIMX2h9-o	14	-	67695630	67693052	67692934	67692593	HepG2	K562	0.9982531329457616	0.98302	0.5756454
Q7MIMX2h9-o	14	-	67695630	67693052	67692934	67692593	K562	HepG2	0.9961471700756845	0.985663	0.5845705
Q7MIMX2h9-o	14	-	67695630	67693052	67692934	67692593	K562	Cells_EBV_transformed_lymphocytes	0.9961471700756845	0.9843364	0.6073502
Y_OJQsVhniM	14	+	92155323	92156479	92156631	92157659	HepG2	Heart_Atrial_Appendage	0.985419742516809	0.9791158	0.9279412
Y_OJQsVhniM	14	+	92155323	92156479	92156631	92157659	HepG2	Spleen	0.985419742516809	0.9802808	0.9117513
Y_OJQsVhniM	14	+	92155323	92156479	92156631	92157659	HepG2	Cells_EBV_transformed_lymphocytes	0.985419742516809	0.9785493	0.9045008
Y_OJQsVhniM	14	+	92155323	92156479	92156631	92157659	HepG2	K562	0.985419742516809	0.9780936	0.92600536
Y_OJQsVhniM	14	+	92155323	92156479	92156631	92157659	K562	HepG2	0.9734627322436316	0.97997653	0.901391
Y_OJQsVhniM	14	+	92155323	92156479	92156631	92157659	HepG2	Lung	0.985419742516809	0.98020524	0.90541774
FFcEB2Qzkcw	8	-	129903312	129880458	129880376	129879471	K562	Heart_Atrial_Appendage	0.032551684682981495	0.8057851	0.37728032
FFcEB2Qzkcw	8	-	129903312	129880458	129880376	129879471	K562	Spleen	0.032551684682981495	0.7774689	0.36290568
FFcEB2Qzkcw	8	-	129903312	129880458	129880376	129879471	HepG2	K562	0.025992704413681775	0.8530579	0.39522743
FFcEB2Qzkcw	8	-	129903312	129880458	129880376	129879471	K562	HepG2	0.032551684682981495	0.75292206	0.36784732
FFcEB2Qzkcw	8	-	129903312	129880458	129880376	129879471	HepG2	Lung	0.025992704413681775	0.85427785	0.3659199
FFcEB2Qzkcw	8	-	129903312	129880458	129880376	129879471	K562	Lung	0.032551684682981495	0.7862948	0.35014468
aLmldiWiNYk	8	+	135607037	135645059	135645117	135646993	HepG2	Brain_Cerebellum	0.9648969273715862	0.95589906	0.94591504
aLmldiWiNYk	8	+	135607037	135645059	135645117	135646993	HepG2	Heart_Atrial_Appendage	0.9648969273715862	0.9627432	0.9549041
aLmldiWiNYk	8	+	135607037	135645059	135645117	135646993	HepG2	Liver	0.9648969273715862	0.96691406	0.9581977
aLmldiWiNYk	8	+	135607037	135645059	135645117	135646993	HepG2	Lung	0.9648969273715862	0.9653158	0.9671532
2P9Z4VnG8ng	8	+	31157530	31158525	31158887	31167022	HepG2	Heart_Atrial_Appendage	0.014169582929558666	0.18952109	0.008593508
2P9Z4VnG8ng	8	+	31157530	31158525	31158887	31167022	K562	Heart_Atrial_Appendage	0.020603997955352584	0.2155158	0.008737715
2P9Z4VnG8ng	8	+	31157530	31158525	31158887	31167022	HepG2	Spleen	0.014169582929558666	0.19946389	0.008493971
2P9Z4VnG8ng	8	+	31157530	31158525	31158887	31167022	K562	Spleen	0.020603997955352584	0.227641	0.008682687
2P9Z4VnG8ng	8	+	31157530	31158525	31158887	31167022	HepG2	Cells_EBV_transformed_lymphocytes	0.014169582929558666	0.200871	0.0088137
2P9Z4VnG8ng	8	+	31157530	31158525	31158887	31167022	HepG2	K562	0.014169582929558666	0.19821933	0.00861147
2P9Z4VnG8ng	8	+	31157530	31158525	31158887	31167022	K562	HepG2	0.020603997955352584	0.23775287	0.008996581
2P9Z4VnG8ng	8	+	31157530	31158525	31158887	31167022	K562	Cells_EBV_transformed_lymphocytes	0.020603997955352584	0.22456521	0.009445958
LRgz5jzC_JA	8	-	42870004	42865489	42865416	42861855	HepG2	K562	0.9069298720401572	0.8897206	0.93771094
LRgz5jzC_JA	8	-	42870004	42865489	42865416	42861855	K562	HepG2	0.9044509263356549	0.88463867	0.93282825
X75nwH0ynpY	14	+	73909430	73910244	73910417	73920980	HepG2	Brain_Cerebellum	0.019530244927213686	0.34709436	0.6929943
X75nwH0ynpY	14	+	73909430	73910244	73910417	73920980	HepG2	K562	0.019530244927213686	0.350088	0.67134684
X75nwH0ynpY	14	+	73909430	73910244	73910417	73920980	K562	HepG2	0.08000559688842451	0.3761647	0.667418
8HjKkUrMtqY	8	-	143791876	143791740	143791666	143791440	K562	Brain_Cerebellum	0.15537808598141933	0.8342719	0.601966
8HjKkUrMtqY	8	-	143791876	143791740	143791666	143791440	K562	Liver	0.15537808598141933	0.6676896	0.6614445
gfTxG6vB8uk	8	-	124539025	124523002	124522937	124522200	HepG2	Heart_Atrial_Appendage	0.9822753471316411	0.9250947	0.6731523
gfTxG6vB8uk	8	-	124539025	124523002	124522937	124522200	HepG2	Liver	0.9822753471316411	0.9103862	0.6994494
gfTxG6vB8uk	8	-	124539025	124523002	124522937	124522200	HepG2	Spleen	0.9822753471316411	0.91625965	0.69892657
gfTxG6vB8uk	8	-	124539025	124523002	124522937	124522200	HepG2	Cells_EBV_transformed_lymphocytes	0.9822753471316411	0.9193534	0.72456056
gfTxG6vB8uk	8	-	124539025	124523002	124522937	124522200	HepG2	Lung	0.9822753471316411	0.9193534	0.71372205
dWiDQSYsoHo	14	+	89971271	89975781	89975815	89980540	K562	Brain_Cerebellum	0.9811099409837076	0.9731898	0.16694352
dWiDQSYsoHo	14	+	89971271	89975781	89975815	89980540	K562	Spleen	0.9811099409837076	0.9759464	0.13834763
dWiDQSYsoHo	14	+	89971271	89975781	89975815	89980540	K562	Cells_EBV_transformed_lymphocytes	0.9811099409837076	0.97354424	0.1330055
dWiDQSYsoHo	14	+	89971271	89975781	89975815	89980540	K562	Lung	0.9811099409837076	0.9758085	0.12259547
wNzzOqISExo	8	+	29009182	29011374	29011519	29018760	HepG2	Cells_EBV_transformed_lymphocytes	0.024811184174267382	0.78365755	0.06687806
wNzzOqISExo	8	+	29009182	29011374	29011519	29018760	HepG2	K562	0.024811184174267382	0.7826625	0.06721245
wNzzOqISExo	8	+	29009182	29011374	29011519	29018760	K562	HepG2	0.049818118541351694	0.7291342	0.06813155
wNzzOqISExo	8	+	29009182	29011374	29011519	29018760	K562	Cells_EBV_transformed_lymphocytes	0.049818118541351694	0.74761593	0.062311806
i-nxAjDXKxU	8	+	95035576	95036302	95036494	95041570	HepG2	Heart_Atrial_Appendage	0.10640969835753275	0.9757161	0.1461471
i-nxAjDXKxU	8	+	95035576	95036302	95036494	95041570	HepG2	Liver	0.10640969835753275	0.97671366	0.14107887
i-nxAjDXKxU	8	+	95035576	95036302	95036494	95041570	HepG2	Cells_EBV_transformed_lymphocytes	0.10640969835753275	0.97467697	0.14362231
i-nxAjDXKxU	8	+	95035576	95036302	95036494	95041570	HepG2	K562	0.10640969835753275	0.97419035	0.14063467
i-nxAjDXKxU	8	+	95035576	95036302	95036494	95041570	K562	HepG2	0.0797899938433788	0.9762654	0.14155136
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	HepG2	Brain_Cerebellum	0.9914616219696686	0.992961	0.4546799
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	K562	Brain_Cerebellum	0.987012296313853	0.99268264	0.44889337
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	HepG2	Heart_Atrial_Appendage	0.9914616219696686	0.99304235	0.44361812
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	K562	Heart_Atrial_Appendage	0.987012296313853	0.9930153	0.45892113
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	HepG2	Liver	0.9914616219696686	0.9932811	0.4759687
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	K562	Liver	0.987012296313853	0.9932025	0.52870303
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	HepG2	Spleen	0.9914616219696686	0.9932811	0.51860124
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	K562	Spleen	0.987012296313853	0.99317604	0.5229195
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	HepG2	Cells_EBV_transformed_lymphocytes	0.9914616219696686	0.99271095	0.52011317
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	HepG2	K562	0.9914616219696686	0.99248135	0.50849426
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	K562	HepG2	0.987012296313853	0.99298817	0.5088993
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	HepG2	Lung	0.9914616219696686	0.9932811	0.53270453
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	K562	Cells_EBV_transformed_lymphocytes	0.987012296313853	0.9925103	0.4753127
lqHbY4iXJiM	8	-	73964487	73959818	73959765	73956054	K562	Lung	0.987012296313853	0.99317604	0.4948271
9JQUi-cbCPA	14	+	22829940	22830050	22830110	22830187	K562	Brain_Cerebellum	0.9866566179487998	0.947186	0.9146086
9JQUi-cbCPA	14	+	22829940	22830050	22830110	22830187	HepG2	Heart_Atrial_Appendage	0.9902176599915196	0.9517737	0.91471994
9JQUi-cbCPA	14	+	22829940	22830050	22830110	22830187	K562	Heart_Atrial_Appendage	0.9866566179487998	0.9468921	0.91296273
9JQUi-cbCPA	14	+	22829940	22830050	22830110	22830187	HepG2	K562	0.9902176599915196	0.9516839	0.912708
9JQUi-cbCPA	14	+	22829940	22830050	22830110	22830187	K562	HepG2	0.9866566179487998	0.9478657	0.91310894
9JQUi-cbCPA	14	+	22829940	22830050	22830110	22830187	HepG2	Lung	0.9902176599915196	0.9533619	0.9137308
9JQUi-cbCPA	14	+	22829940	22830050	22830110	22830187	K562	Lung	0.9866566179487998	0.94853723	0.92160416
5KD1kqLq7uU	8	-	89757045	89725641	89725518	89724966	K562	Cells_EBV_transformed_lymphocytes	0.9420658796737447	0.38491213	0.6864234
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	HepG2	Heart_Atrial_Appendage	0.9874516506906874	0.9817007	0.5514325
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	K562	Heart_Atrial_Appendage	0.9953085098447261	0.9806178	0.5460861
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	HepG2	Liver	0.9874516506906874	0.98173577	0.5732516
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	K562	Liver	0.9953085098447261	0.9806919	0.66707695
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	HepG2	Spleen	0.9874516506906874	0.98201376	0.66156566
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	K562	Spleen	0.9953085098447261	0.98102194	0.642543
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	HepG2	Cells_EBV_transformed_lymphocytes	0.9874516506906874	0.98141783	0.6416009
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	HepG2	K562	0.9874516506906874	0.98105836	0.6448992
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	K562	HepG2	0.9953085098447261	0.9801293	0.64108527
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	HepG2	Lung	0.9874516506906874	0.98190993	0.68908423
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	K562	Cells_EBV_transformed_lymphocytes	0.9953085098447261	0.97986126	0.66885304
FcmGtY0tlcQ	8	+	42349090	42350007	42350065	42352519	K562	Lung	0.9953085098447261	0.98083925	0.62729627
9qK072FU5Ho	14	-	49814754	49814050	49813988	49806133	K562	Spleen	0.9643006828280828	0.9878528	0.83801925
9qK072FU5Ho	14	-	49814754	49814050	49813988	49806133	HepG2	K562	0.9532072468756629	0.9885361	0.83591604
9qK072FU5Ho	14	-	49814754	49814050	49813988	49806133	K562	HepG2	0.9643006828280828	0.9870297	0.833748
9qK072FU5Ho	14	-	49814754	49814050	49813988	49806133	K562	Lung	0.9643006828280828	0.9878528	0.8359621
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	HepG2	Brain_Cerebellum	0.9837433935357589	0.99273914	0.89069855
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	K562	Brain_Cerebellum	0.9759457754463297	0.99256825	0.8860513
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	HepG2	Heart_Atrial_Appendage	0.9837433935357589	0.9930153	0.90236473
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	K562	Heart_Atrial_Appendage	0.9759457754463297	0.99298817	0.9167832
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	HepG2	Liver	0.9837433935357589	0.99333304	0.89247733
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	K562	Liver	0.9759457754463297	0.9932288	0.81623155
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	HepG2	Spleen	0.9837433935357589	0.993255	0.8250593
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	K562	Spleen	0.9759457754463297	0.9932288	0.8308424
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	HepG2	Cells_EBV_transformed_lymphocytes	0.9837433935357589	0.9927672	0.8242453
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	HepG2	K562	0.9837433935357589	0.99253935	0.80960065
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	K562	HepG2	0.9759457754463297	0.99298817	0.80384576
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	HepG2	Lung	0.9837433935357589	0.993255	0.8230219
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	K562	Cells_EBV_transformed_lymphocytes	0.9759457754463297	0.992597	0.8250593
7XhYjj3BYMY	14	+	103574170	103587274	103587364	103590181	K562	Lung	0.9759457754463297	0.99317604	0.82224715
uC9g-hQtwDk	14	-	75126703	75124223	75124046	75121174	HepG2	Cells_EBV_transformed_lymphocytes	0.9805555923537272	0.9530133	0.93676776
uC9g-hQtwDk	14	-	75126703	75124223	75124046	75121174	HepG2	Lung	0.9805555923537272	0.95540243	0.93769896
Xu9nHi3amUU	14	-	65077913	65077428	65077328	65076663	HepG2	Heart_Atrial_Appendage	0.016166664159109514	0.54540676	0.29541877
Xu9nHi3amUU	14	-	65077913	65077428	65077328	65076663	HepG2	Cells_EBV_transformed_lymphocytes	0.016166664159109514	0.53892255	0.29271957
JwlRh_HlCvc	8	-	65782783	65780947	65780844	65779803	HepG2	Heart_Atrial_Appendage	0.054390114045793005	0.040999025	0.008585217
JwlRh_HlCvc	8	-	65782783	65780947	65780844	65779803	HepG2	Spleen	0.054390114045793005	0.044597577	0.008521301
JwlRh_HlCvc	8	-	65782783	65780947	65780844	65779803	HepG2	Cells_EBV_transformed_lymphocytes	0.054390114045793005	0.04185213	0.008254592
JwlRh_HlCvc	8	-	65782783	65780947	65780844	65779803	HepG2	Lung	0.054390114045793005	0.04320404	0.008172598
JwlRh_HlCvc	8	-	65782783	65780947	65780844	65779803	K562	Cells_EBV_transformed_lymphocytes	0.15405000000000002	0.051082738	0.008516898
DGkpEfQ06HA	14	-	102083034	102082444	102082111	102081821	HepG2	Heart_Atrial_Appendage	0.9770135830329486	0.9925103	0.9699324
DGkpEfQ06HA	14	-	102083034	102082444	102082111	102081821	K562	Heart_Atrial_Appendage	0.9678274883399867	0.99256825	0.9699537
DGkpEfQ06HA	14	-	102083034	102082444	102082111	102081821	HepG2	Spleen	0.9770135830329486	0.9926542	0.96963626
DGkpEfQ06HA	14	-	102083034	102082444	102082111	102081821	K562	Spleen	0.9678274883399867	0.992597	0.97021055
DGkpEfQ06HA	14	-	102083034	102082444	102082111	102081821	HepG2	Cells_EBV_transformed_lymphocytes	0.9770135830329486	0.9921233	0.9702234
DGkpEfQ06HA	14	-	102083034	102082444	102082111	102081821	HepG2	K562	0.9770135830329486	0.9920312	0.96992624
DGkpEfQ06HA	14	-	102083034	102082444	102082111	102081821	K562	HepG2	0.9678274883399867	0.9923934	0.9699324
DGkpEfQ06HA	14	-	102083034	102082444	102082111	102081821	K562	Cells_EBV_transformed_lymphocytes	0.9678274883399867	0.99209267	0.96988755
